State,District,avg_RAS,station_count,avg_supply_index,avg_demand_index,total_schedule_rows,avg_route_connectivity
Madhya Pradesh,Ashoknagar,0.47086432416511603,11,0.05577119730875943,0.053240061047285375,244,0.0
Madhya Pradesh,Balaghat,0.40121600722614814,11,0.026856048710330527,0.03404706912261694,118,1.6363636363636365
Madhya Pradesh,Betul,0.6974158291911775,17,0.2566203047092754,0.07246787105938464,1671,0.5882352941176471
Madhya Pradesh,Bhind,0.24878149209971498,8,0.01919128113545729,0.05779994956995377,64,1.0
Madhya Pradesh,Bhopal,0.5779288012702967,8,0.37308417784222564,0.20451802278723763,1128,5.875
Madhya Pradesh,Burhanpur,0.659494198647828,8,0.25408208559333967,0.07306522300754206,780,0.0
Madhya Pradesh,Chhatarpur,0.2191023977487551,6,0.01568064782846814,0.04027646039229277,40,1.0
Madhya Pradesh,Chhindwara,0.36279767140210356,35,0.06485459007850901,0.0683339717944108,887,1.0
Madhya Pradesh,Damoh,0.6887197620264454,8,0.09987009067523293,0.043480707531410256,310,0.625
Madhya Pradesh,Datia,0.7663805489377844,3,0.4054781469572466,0.12360384438405995,465,0.0
Madhya Pradesh,Dewas,0.38400977510703344,6,0.06099725370893646,0.06312697476145969,145,0.0
Madhya Pradesh,East Nimar,0.6257855441911392,20,0.21263889655585771,0.06311942409287714,1630,0.9
Madhya Pradesh,Guna,0.4196913100097368,17,0.04710783788872594,0.053083984906565795,320,0.23529411764705882
Madhya Pradesh,Gwalior,0.3819182339217976,19,0.1890319394143875,0.14613888158906485,1375,1.4736842105263157
Madhya Pradesh,Harda,0.8097079024406577,8,0.3633505472733769,0.08539219832432497,1112,0.0
Madhya Pradesh,Hoshangabad,0.7581467306539225,30,0.3077108256213233,0.0808523421222844,3532,0.4666666666666667
Madhya Pradesh,Indore,0.22035141577892375,21,0.08373583944191046,0.2596887239840625,660,5.095238095238095
Madhya Pradesh,Jabalpur,0.4530361315948337,18,0.19423799338624978,0.15407457652353798,1334,2.7777777777777777
Madhya Pradesh,Jhabua,0.7767756296364553,8,0.2359803826041768,0.05949748755320861,725,0.0
Madhya Pradesh,Katni,0.5907346677070249,23,0.1468308402230142,0.062174276877982056,1301,0.6956521739130435
