station_code,total_schedule_rows,unique_trains_serving_station,outbound_routes,inbound_routes,route_connectivity,code,name,State,District,pc11_state_id,pc11_district_id,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist
ROS,22,22,0.0,0.0,0.0,ROS,RAJOSI,Rajasthan,Ajmer,8.0,119.0,1035410.0,201088.0,382.19,2709.1498992647635,0.0,5.0,106.0
ROU,80,80,7.0,6.0,13.0,ROU,ROURKELA,Odisha,Sundargarh,21.0,374.0,738097.0,166612.0,2753.439,268.0636832702668,0.0,0.0,110.0
ROZA,170,170,1.0,1.0,2.0,ROZA,ROZA JN,Uttar Pradesh,Shahjahanpur,9.0,152.0,594092.0,102444.0,81.07,7328.136178611077,0.0,1.5,8.0
RPAN,2,2,0.0,0.0,0.0,RPAN,RANGAPARA NORTH,Assam,Sonitpur,18.0,306.0,173845.0,40272.0,57.58,3019.1906912122267,0.0,0.0,137.0
RPAR,10,10,0.0,0.0,0.0,RPAR,RUPNAGAR,Punjab,Rupnagar,3.0,51.0,177807.0,37808.0,55.6,3197.9676258992804,0.0,22.0,30.0
RPB,6,6,0.0,0.0,0.0,RPB,Rupasibari,Assam,Karimganj,18.0,317.0,109700.0,23151.0,19.27,5692.786715101193,0.0,30.0,308.0
RPD,36,36,0.0,0.0,0.0,RPD,RUPAUND,Madhya Pradesh,Katni,23.0,450.0,263543.0,56429.0,100.61,2619.451346784614,0.0,0.0,92.0
RPGU,59,59,0.0,0.0,0.0,RPGU,RASULPURGOGAMAU,Uttar Pradesh,Kanpur Dehat,9.0,163.0,173423.0,30984.0,80.86200000000001,2144.6785882120157,0.0,20.0,20.0
RPH,102,102,15.0,14.0,29.0,RPH,RAMPUR HAT,West Bengal,Birbhum,19.0,334.0,449448.0,102423.0,120.8,3720.5960264900655,0.0,5.0,47.0
RPHR,14,14,0.0,0.0,0.0,RPHR,Raipur Hariyana Junction,Haryana,Hisar,6.0,80.0,553488.0,109957.0,147.47,3753.2243846206006,0.0,5.0,135.0
RPI,22,22,0.0,0.0,0.0,RPI,RUPAHELI,Rajasthan,Bhilwara,8.0,122.0,512654.0,104060.0,338.17,1515.9653428748854,0.0,20.0,100.0
RPJ,156,156,0.0,0.0,0.0,RPJ,RAJPURA JN,Punjab,Patiala,3.0,48.0,763280.0,158036.0,155.19,4918.358141632837,0.0,0.0,45.0
RPK,63,63,0.0,0.0,0.0,RPK,RAVALPALLI KALA,Andhra Pradesh,Rangareddy,28.0,537.0,1043520.0,240948.0,1034.24,1008.9727722772276,0.0,4.0,4.0
RPL,28,28,0.0,0.0,0.0,RPL,REDDIPALLE,Andhra Pradesh,Y.s.r.,,,,,,,,,
RPLY,8,8,0.0,0.0,0.0,RPLY,Rupauli,Bihar,Purnia,10.0,211.0,343005.0,66414.0,128.18,2675.963488843813,0.0,0.0,300.0
RPM,31,31,0.0,0.0,0.0,RPM,ROYAPURAM,Tamil Nadu,Chennai,33.0,603.0,4646732.0,1154982.0,175.0,26552.754285714287,0.0,0.0,0.0
RPMN,12,12,0.0,0.0,0.0,RPMN,RAMPURMANI HARA,Uttar Pradesh,Saharanpur,9.0,132.0,1066526.0,189458.0,106.33,10030.33950907552,0.0,9.0,9.0
RPMY,14,14,0.0,0.0,0.0,,,,,,,,,,,,,
RPO,20,20,0.0,0.0,0.0,RPO,RAWATPUR,Uttar Pradesh,Kanpur Nagar,9.0,164.0,3015645.0,569962.0,321.91,9367.975521108385,0.0,3.0,3.0
RPP,4,4,0.0,0.0,0.0,,,,,,,,,,,,,
RPR,141,141,1.0,1.0,2.0,RPR,RAGHUNATHPUR,Bihar,Buxar,10.0,232.0,164499.0,26483.0,21.500000000000004,7651.116279069766,0.0,55.0,120.0
RPRD,32,32,0.0,0.0,0.0,RPRD,RUPRA ROAD,Odisha,Kalahandi,21.0,395.0,121987.0,27947.0,54.69,2230.5174620588773,30.0,150.0,360.0
RPRL,180,180,0.0,0.0,0.0,RPRL,RAPARLA HALT,Andhra Pradesh,Prakasam,28.0,549.0,657420.0,166767.0,268.63,2447.3067043889364,0.0,0.0,66.0
RPUR,56,53,0.0,0.0,0.0,RPUR,RATANPUR,Bihar,Munger,10.0,226.0,380120.0,71010.0,41.46000000000001,9168.355041003377,0.0,8.0,170.0
RPV,8,8,0.0,0.0,0.0,RPV,Rajapatti,Bihar,Saran (chhapra),,,,,,,,,
RPZ,20,20,0.0,0.0,0.0,RPZ,Ranapratapnagar,Rajasthan,Udaipur,8.0,130.0,608426.0,127558.0,164.03,3709.236115344754,0.0,3.0,45.0
RQJ,86,84,0.0,0.0,0.0,RQJ,RANINAGAR JALPAIGIRI,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
RQP,23,21,0.0,0.0,0.0,RQP,RADHAKISHOREPUR,Odisha,Cuttack,21.0,381.0,721842.0,150682.0,263.47,2739.750256196151,0.0,0.0,0.0
RR,15,15,0.0,0.0,0.0,RR,RICHHA ROAD,Uttar Pradesh,Bareilly,9.0,150.0,1568409.0,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0
RRB,67,67,3.0,2.0,5.0,RRB,BIRUR JN,Karnataka,Chikmagalur,29.0,570.0,239508.0,57838.0,110.53,2166.9049126933864,0.0,20.0,80.0
RRE,14,14,0.0,0.0,0.0,RRE,Rahul Road,Bihar,Nalanda,10.0,229.0,457894.0,75750.0,112.91,4055.389248073687,0.0,25.0,47.0
RRGA,42,42,0.0,0.0,0.0,RRGA,RANGAREDDY GUDA,Andhra Pradesh,Mahbubnagar,28.0,538.0,607692.0,126345.0,275.98,2201.9421697224434,0.0,0.0,47.0
RRI,63,63,0.0,0.0,0.0,RRI,RAHURI,Maharashtra,Ahmadnagar,27.0,522.0,912617.0,190941.0,466.57,1956.0130312707636,0.0,3.0,75.0
RRJ,43,43,0.0,0.0,0.0,RRJ,RAMARAJU PALLI,Andhra Pradesh,Anantapur,28.0,553.0,1139554.0,266213.0,376.94,3023.1707964132224,0.0,0.0,100.0
RRL,81,81,0.0,0.0,0.0,RRL,REWRAL,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0
RRME,12,12,0.0,0.0,0.0,RRME,RANCHI ROAD,Jharkhand,Ramgarh,20.0,361.0,418955.0,80546.0,176.0732,2379.4365070890967,0.0,37.0,37.0
RRNH,4,4,0.0,0.0,0.0,RRNH,RAMRUPNAGAR,Bihar,Purba Champaran,10.0,204.0,401343.0,71844.0,123.75,3243.1757575757574,0.0,0.0,120.0
RRP,1,1,0.0,0.0,0.0,RRP,Rairangpur,Odisha,Mayurbhanj,21.0,376.0,192896.0,43527.0,80.6,2393.2506203473945,0.0,58.0,70.0
RRS,12,12,2.0,2.0,4.0,RRS,Raghuraj Singh,Uttar Pradesh,Rae Bareli,9.0,158.0,307995.0,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
RRU,155,155,0.0,0.0,0.0,RRU,RAYARU,Madhya Pradesh,Gwalior,23.0,421.0,1273792.0,239351.0,302.87,4205.738435632449,0.0,30.0,0.0
RRW,2,2,0.0,0.0,0.0,RRW,Roranwala,Punjab,Firozpur,3.0,43.0,552556.0,109027.0,138.58,3987.270890460384,0.0,5.0,65.0
RS,17,17,0.0,0.0,0.0,RS,Risia,Uttar Pradesh,Bahraich,9.0,180.0,284044.0,45861.0,31.26,9086.500319897632,0.0,18.0,56.0
RSA,6,4,0.0,0.0,0.0,RSA,Risama,Chhattisgarh,Durg,22.0,409.0,1284765.0,277413.0,554.8600000000001,2315.4759759218537,0.0,8.0,8.0
RSC,6,6,0.0,0.0,0.0,RSC,RAMGANGA SOUTH,Uttar Pradesh,Bareilly,9.0,150.0,1568409.0,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0
RSG,50,50,0.0,0.0,0.0,RSG,RAMSAGAR,West Bengal,Bankura,19.0,339.0,299773.0,65743.0,84.12899999999999,3563.2540503274736,0.0,12.0,12.0
RSH,12,12,0.0,0.0,0.0,RSH,Ratan Shahr,Rajasthan,Jhunjhunun,8.0,103.0,489079.0,83396.0,271.04,1804.453217237308,0.0,16.0,125.0
RSI,81,81,0.0,0.0,0.0,RSI,RAISI,Uttarakhand,Hardwar,5.0,68.0,693094.0,133627.0,121.24,5716.710656548994,0.0,0.0,60.0
RSJ,6,6,0.0,0.0,0.0,RSJ,RAYSER,Madhya Pradesh,Ashoknagar,23.0,459.0,153684.0,29886.0,62.540000000000006,2457.371282379277,0.0,36.0,185.0
RSLR,78,78,0.0,0.0,0.0,RSLR,RASULPUR,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
RSM,84,84,0.0,0.0,0.0,RSM,RASMARA,Chhattisgarh,Durg,22.0,409.0,1284765.0,277413.0,554.8600000000001,2315.4759759218537,0.0,8.0,8.0
RSMN,3,3,0.0,0.0,0.0,RSMN,Ramgovindsingh Mahuli Halt,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
RSNA,6,6,0.0,0.0,0.0,RSNA,RASANA HALT,Gujarat,Banas Kantha,24.0,469.0,414915.0,81973.0,198.25,2092.8877679697357,0.0,7.0,128.0
RSNR,1,1,0.0,0.0,0.0,RSNR,Rai Singh Nagar,Rajasthan,Ganganagar,8.0,99.0,535432.0,108585.0,94.68,5655.175327418673,0.0,4.0,118.0
RSR,16,16,0.0,0.0,0.0,RSR,RASRA,Uttar Pradesh,Ballia,9.0,193.0,304109.0,45084.0,68.2,4459.076246334311,0.0,0.0,0.0
RSRI,3,3,0.0,0.0,0.0,RSRI,RAISHREE,Madhya Pradesh,Shivpuri,23.0,423.0,295423.0,55682.0,119.62,2469.678983447584,0.0,0.0,45.0
RSWN,5,5,0.0,0.0,0.0,RSWN,RAMESHWAR NAGAR,Bihar,Pashchim Champaran,10.0,203.0,393165.0,73107.0,94.4,4164.883474576271,0.0,0.0,217.0
RSWT,10,10,0.0,0.0,0.0,RSWT,Ramgarh Shekhawati,Rajasthan,Sikar,8.0,111.0,633906.0,99656.0,273.65000000000003,2316.484560570071,0.0,15.0,65.0
RSYI,52,52,0.0,0.0,0.0,RSYI,RASAYANI,Maharashtra,Raigarh,27.0,520.0,970195.0,230586.0,266.49999999999994,3640.506566604128,0.0,2.0,3.0
RT,27,27,0.0,0.0,0.0,RT,ROHAT,Rajasthan,Pali,8.0,118.0,460006.0,88647.0,439.14,1047.515598670128,0.0,40.0,72.0
RTA,36,36,0.0,0.0,0.0,RTA,RUTHIYAI,Madhya Pradesh,Guna,23.0,458.0,312675.0,59360.0,156.5,1997.923322683706,0.0,0.0,151.0
RTB,26,26,0.0,0.0,0.0,RTB,RAJA TALAB,Uttar Pradesh,Varanasi,9.0,197.0,1597051.0,253184.0,163.786,9750.839510092435,0.0,0.0,3.0
RTBR,3,3,0.0,0.0,0.0,RTBR,Ratabari,Assam,Karimganj,18.0,317.0,109700.0,23151.0,19.27,5692.786715101193,0.0,30.0,308.0
RTD,25,25,0.0,0.0,0.0,RTD,RATLAM A CABIN,Madhya Pradesh,Ratlam,23.0,434.0,435031.0,84829.0,111.79,3891.501923248949,0.0,0.0,95.0
RTG,1,1,0.0,0.0,0.0,RTG,Rangtong,West Bengal,Darjiling,19.0,327.0,433417.0,88478.0,133.3,3251.4403600900223,0.0,6.0,40.0
RTGH,16,16,3.0,3.0,6.0,RTGH,Ratangarh Junction,Rajasthan,Churu,8.0,102.0,576235.0,93116.0,202.01,2852.507301618732,0.0,10.0,110.0
RTGN,40,40,0.0,0.0,0.0,RTGN,RATANGAON,Madhya Pradesh,Panna,23.0,426.0,125335.0,25170.0,80.77,1551.7518880772566,48.0,48.0,165.0
RTI,100,100,0.0,0.0,0.0,RTI,RAOTI,Madhya Pradesh,Ratlam,23.0,434.0,435031.0,84829.0,111.79,3891.501923248949,0.0,0.0,95.0
RTJ,4,4,0.0,0.0,0.0,RTJ,Rantej,Gujarat,Mahesana,24.0,471.0,514330.0,107943.0,188.33,2731.004088567939,0.0,18.0,54.0
RTK,6,6,3.0,3.0,6.0,RTK,Ramtek,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0
RTLM,14,14,0.0,0.0,0.0,RTLM,RATLAM JN,Madhya Pradesh,Ratlam,23.0,434.0,435031.0,84829.0,111.79,3891.501923248949,0.0,0.0,95.0
RTM,133,133,13.0,12.0,25.0,RTM,RATLAM JN,Madhya Pradesh,Ratlam,23.0,434.0,435031.0,84829.0,111.79,3891.501923248949,0.0,0.0,95.0
RTME,27,27,0.0,0.0,0.0,RTME,RATLAM EAST CABIN,Madhya Pradesh,Ratlam,23.0,434.0,435031.0,84829.0,111.79,3891.501923248949,0.0,0.0,95.0
RTN,155,155,0.0,0.0,0.0,RTN,RETANG,Odisha,Khordha,21.0,386.0,1098953.0,300894.0,2004.7799999999995,548.1663823461927,4.0,15.0,15.0
RTP,16,16,0.0,0.0,0.0,RTP,RATANPURA,Uttar Pradesh,Mau,9.0,192.0,499208.0,70779.0,93.21,5355.734363265745,0.0,0.0,32.0
RTR,38,38,0.0,0.0,0.0,RTR,RAMNATHPUR,Uttar Pradesh,Allahabad,,,,,,,,,
RTWS,10,10,0.0,0.0,0.0,RTWS,RAHATWAS,Madhya Pradesh,Ashoknagar,23.0,459.0,153684.0,29886.0,62.540000000000006,2457.371282379277,0.0,36.0,185.0
RTZ,42,42,0.0,0.0,0.0,RTZ,RATONA,Madhya Pradesh,Sagar,23.0,427.0,708796.0,138413.0,197.77,3583.940941497699,0.0,0.0,150.0
RU,110,110,0.0,0.0,0.0,RU,RENIGUNTA JN,Andhra Pradesh,Chittoor,28.0,554.0,1226899.0,301526.0,318.61999999999995,3850.665369405562,0.0,0.0,40.0
RUB,141,141,0.0,0.0,0.0,RUB,RASULABAD,Uttar Pradesh,Fatehpur,9.0,172.0,321993.0,57660.0,87.00999999999999,3700.643604183428,0.0,24.0,40.0
RUG,93,93,0.0,0.0,0.0,RUG,RAJLU GARHI,Haryana,Sonipat,6.0,76.0,453364.0,90174.0,82.00999999999999,5528.155103036216,0.0,3.0,33.0
RUI,15,15,0.0,0.0,0.0,RUI,Rukni,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0
RUJ,14,14,2.0,2.0,4.0,RUJ,RANUJ,Gujarat,Patan,24.0,470.0,281081.0,58551.0,138.08,2035.6387601390495,0.0,18.0,108.0
RUL,9,9,0.0,0.0,0.0,RUL,RAULI,Odisha,Rayagada,21.0,396.0,146966.0,34576.0,57.86,2540.02765295541,0.0,163.0,260.0
RUM,48,48,0.0,0.0,0.0,RUM,RUPAMAU,Uttar Pradesh,Rae Bareli,9.0,158.0,307995.0,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
RUP,2,2,0.0,0.0,0.0,RUP,Rupahigaon,Assam,Nagaon,18.0,305.0,369534.0,78941.0,80.58,4585.927029039464,0.0,0.0,102.0
RUPC,16,16,0.0,0.0,0.0,RUPC,RUDRAPUR CITY,Uttarakhand,Udham Singh Nagar,5.0,67.0,586760.0,109936.0,122.20999999999998,4801.243760739711,0.0,24.0,50.0
RUR,20,20,0.0,0.0,0.0,RUR,RANPUR,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
RURA,185,185,0.0,0.0,0.0,RURA,RURA,Uttar Pradesh,Kanpur Dehat,9.0,163.0,173423.0,30984.0,80.86200000000001,2144.6785882120157,0.0,20.0,20.0
RUSD,1,1,1.0,0.0,1.0,RUSD,Runnisaidpur,Bihar,Sitamarhi,10.0,206.0,190498.0,37048.0,38.95,4890.834403080872,0.0,50.0,120.0
RUT,12,12,0.0,0.0,0.0,RUT,RATNAL,Gujarat,Kachchh,24.0,468.0,728535.0,159671.0,292.06,2494.4703143189754,0.0,2.0,160.0
RV,139,139,0.0,0.0,0.0,RV,RAVER,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0
RVD,133,133,0.0,0.0,0.0,RVD,RAVIKAMPADU,Andhra Pradesh,East Godavari,28.0,545.0,1207826.0,354755.0,300.44000000000005,4020.190387431766,0.0,0.0,97.0
RVG,18,18,0.0,0.0,0.0,RVG,REVELGANJ GHAT HALT,Bihar,Saran (chhapra),,,,,,,,,
RVH,8,8,0.0,0.0,0.0,RVH,RAIPUR R-V BLOCK,Chhattisgarh,Raipur,22.0,410.0,1483289.0,315647.0,500.58,2963.1407567222022,0.0,10.0,10.0
RVK,30,30,0.0,0.0,0.0,RVK,RAJA BHAT KHAWA,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
RVKH,129,129,0.0,0.0,0.0,RVKH,RAVINDRAKHANI,Andhra Pradesh,Adilabad,28.0,532.0,760259.0,176839.0,353.70000000000005,2149.445858071812,0.0,0.0,130.0
RVSN,19,19,0.0,0.0,0.0,RVSN,RVS NAGAR,Andhra Pradesh,Chittoor,28.0,554.0,1226899.0,301526.0,318.61999999999995,3850.665369405562,0.0,0.0,40.0
RVT,36,36,0.0,0.0,0.0,,,,,,,,,,,,,
RW,7,7,0.0,0.0,0.0,,,,,,,,,,,,,
RWA,16,16,0.0,0.0,0.0,RWA,RAUTARA,Bihar,Purnia,10.0,211.0,343005.0,66414.0,128.18,2675.963488843813,0.0,0.0,300.0
RWH,6,6,0.0,0.0,0.0,RWH,Rowriah Sdg,Assam,Jorhat,18.0,312.0,220534.0,51620.0,92.18,2392.427858537644,0.0,0.0,305.0
RWJ,114,114,0.0,0.0,0.0,RWJ,RAWANIA DUNGAR,Rajasthan,Sawai Madhopur,8.0,108.0,266467.0,48587.0,136.94,1945.866802979407,0.0,70.0,103.0
RWL,51,51,0.0,0.0,0.0,RWL,RAIWALA,Uttarakhand,Dehradun,5.0,60.0,941941.0,202889.0,272.29999999999995,3459.203084832905,0.0,0.0,0.0
RWO,24,24,0.0,0.0,0.0,RWO,RANAVAV,Gujarat,Porbandar,24.0,478.0,285674.0,61152.0,178.33,1601.9402231817417,0.0,3.0,145.0
RWTB,2,2,0.0,0.0,0.0,RWTB,ROWTA BAGAN,Assam,Udalguri,18.0,326.0,37574.0,8313.0,9.87,3806.889564336373,0.0,92.0,92.0
RXL,29,29,15.0,14.0,29.0,RXL,RAXAUL JN,Bihar,Purba Champaran,10.0,204.0,401343.0,71844.0,123.75,3243.1757575757574,0.0,0.0,120.0
RXM,143,143,0.0,0.0,0.0,RXM,ROOMA,Uttar Pradesh,Kanpur Nagar,9.0,164.0,3015645.0,569962.0,321.91,9367.975521108385,0.0,3.0,3.0
RXN,6,6,0.0,0.0,0.0,RXN,Ramsan,Gujarat,Banas Kantha,24.0,469.0,414915.0,81973.0,198.25,2092.8877679697357,0.0,7.0,128.0
RXR,42,42,0.0,0.0,0.0,RXR,RANGAPAHAR,Nagaland,Dimapur,13.0,265.0,197869.0,42100.0,,,0.0,0.0,363.0
RXRX,42,42,0.0,0.0,0.0,RXRX,RANGAPAHAR CRS,Nagaland,Dimapur,13.0,265.0,197869.0,42100.0,,,0.0,0.0,363.0
RXW,6,6,0.0,0.0,0.0,RXW,Ratangarh West,Rajasthan,Churu,8.0,102.0,576235.0,93116.0,202.01,2852.507301618732,0.0,10.0,110.0
RY,6,6,0.0,0.0,0.0,RY,RAYAKA,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
RYC,20,20,0.0,0.0,0.0,RYC,Rayakkottai,Tamil Nadu,Krishnagiri,33.0,631.0,428363.0,105194.0,163.27,2623.647945121578,0.0,0.0,35.0
RYM,22,22,0.0,0.0,0.0,RYM,RAMIDI HALT,Punjab,Kapurthala,3.0,36.0,302564.0,60279.0,89.63,3375.7001004128083,0.0,7.0,21.0
RYP,125,125,0.0,0.0,0.0,RYP,RAYANAPAD,Andhra Pradesh,Krishna,28.0,547.0,1722234.0,459831.0,363.85,4733.362649443452,0.0,0.0,0.0
RYS,164,164,0.0,0.0,0.0,RYS,RASURIYA,Uttar Pradesh,Bareilly,9.0,150.0,1568409.0,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0
RYT,8,8,0.0,0.0,0.0,RYT,RAYAT PURA,Madhya Pradesh,Bhind,23.0,420.0,432922.0,72562.0,227.04,1906.809372797745,0.0,0.0,22.0
RZJ,22,22,0.0,0.0,0.0,RZJ,RAZAGANJ,Uttar Pradesh,Kheri,9.0,153.0,461035.0,83832.0,87.97,5240.820734341252,0.0,3.0,3.0
RZN,56,56,0.0,0.0,0.0,RZN,RAUZAGAON,Uttar Pradesh,Faizabad,9.0,177.0,340253.0,57664.0,74.77,4550.662030226027,0.0,0.0,90.0
S,43,43,0.0,0.0,0.0,S,SHRIRANGAPATNA,Karnataka,Mandya,29.0,573.0,308362.0,73354.0,56.68,5440.402258292166,0.0,0.0,14.0
SA,156,156,6.0,5.0,11.0,SA,SALEM JN,Tamil Nadu,Salem,33.0,608.0,1774122.0,463944.0,675.5899999999999,2626.033541053006,0.0,0.0,0.0
SAA,24,24,0.0,0.0,0.0,SAA,SATHIAON,Uttar Pradesh,Azamgarh,9.0,191.0,393401.0,53644.0,86.766,4534.045593896226,0.0,5.0,55.0
SAB,25,25,0.0,0.0,0.0,SAB,SANTAMAGULUR,Andhra Pradesh,Prakasam,28.0,549.0,657420.0,166767.0,268.63,2447.3067043889364,0.0,0.0,66.0
SABD,13,13,0.0,0.0,0.0,SABD,SALABAD,Rajasthan,Bharatpur,8.0,105.0,495099.0,86725.0,151.66,3264.5325069233813,0.0,16.0,60.0
SAC,8,8,0.0,0.0,0.0,SAC,SANICHARA,Madhya Pradesh,Morena,23.0,419.0,470462.0,78105.0,68.75,6843.083636363636,0.0,0.0,19.0
SAD,5,5,0.0,0.0,0.0,SAD,Sonada,West Bengal,Darjiling,19.0,327.0,433417.0,88478.0,133.3,3251.4403600900223,0.0,6.0,40.0
SADL,16,16,0.0,0.0,0.0,SADL,SADLA,Gujarat,Surendranagar,24.0,475.0,496916.0,102409.0,294.66,1686.4046697889091,0.0,32.0,50.0
SADP,22,22,0.0,0.0,0.0,SADP,SAIDAPUR,Karnataka,Yadgir,29.0,580.0,220677.0,39876.0,100.83,2188.604581969652,0.0,54.0,73.0
SAE,90,90,0.0,0.0,0.0,SAE,SIMARIA,Bihar,Begusarai,10.0,222.0,569823.0,107175.0,141.72000000000003,4020.766299745977,0.0,110.0,106.0
SAF,12,12,0.0,0.0,0.0,SAF,SALKHAPUR,Uttar Pradesh,Jaunpur,9.0,194.0,346580.0,50269.0,60.31,5746.642347869341,0.0,8.0,35.0
SAG,35,35,0.0,0.0,0.0,SAG,SANGRUR,Punjab,Sangrur,3.0,53.0,515965.0,101006.0,159.25,3239.9686028257456,0.0,22.0,26.0
SAGM,109,109,0.0,0.0,0.0,SAGM,SAGMA,Madhya Pradesh,Satna,23.0,429.0,474418.0,92955.0,281.08,1687.8397609221574,0.0,0.0,115.0
SAGR,61,61,0.0,0.0,0.0,SAGR,SHRIRAJNAGAR,Uttar Pradesh,Rae Bareli,9.0,158.0,307995.0,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
SAH,184,184,0.0,0.0,0.0,SAH,SAPHALE,Maharashtra,Thane,27.0,517.0,8514678.0,1987566.0,1098.21,7753.232988226296,0.0,1.0,2.0
SAHA,4,4,0.0,0.0,0.0,,,,,,,,,,,,,
SAHI,33,33,0.0,0.0,0.0,SAHI,SATHI,Bihar,Pashchim Champaran,10.0,203.0,393165.0,73107.0,94.4,4164.883474576271,0.0,0.0,217.0
SAHL,128,128,0.0,0.0,0.0,SAHL,SAHELI,Madhya Pradesh,Hoshangabad,23.0,449.0,389986.0,81670.0,119.95,3251.2380158399333,0.0,0.0,75.0
SAHP,14,14,0.0,0.0,0.0,SAHP,SAHIJPUR,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
SAHR,42,42,0.0,0.0,0.0,SAHR,SAHERI,Uttar Pradesh,Ghazipur,9.0,195.0,274360.0,41569.0,62.33,4401.732712979304,0.0,10.0,40.0
SAI,88,88,0.0,0.0,0.0,SAI,SARAI,Bihar,Vaishali,10.0,220.0,233079.0,38280.0,37.52,6212.126865671641,3.0,20.0,20.0
SAJH,8,8,0.0,0.0,0.0,SAJH,SAHJA HALT,Bihar,Katihar,10.0,212.0,273822.0,53564.0,68.36,4005.5880631948503,0.0,26.0,325.0
SAK,5,5,0.0,0.0,0.0,SAK,Sak Bahadurpur,Gujarat,Vadodara,24.0,486.0,2065771.0,459506.0,424.6199999999999,4864.987518251614,0.0,9.0,5.0
SAKA,5,5,0.0,0.0,0.0,SAKA,Simariya Kajanwada,Madhya Pradesh,Mandla,23.0,454.0,130189.0,29331.0,65.5,1987.618320610687,0.0,80.0,65.0
SAL,81,81,0.0,0.0,0.0,SAL,SALWA,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0
SALE,33,33,0.0,0.0,0.0,SALE,SALAR,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
SALI,68,68,0.0,0.0,0.0,SALI,SALI,Rajasthan,Jaipur,8.0,110.0,3471847.0,669293.0,833.6899999999999,4164.434022238483,0.0,14.0,14.0
SAMT,7,7,0.0,0.0,0.0,SAMT,SALEM MARKET,Tamil Nadu,Salem,33.0,608.0,1774122.0,463944.0,675.5899999999999,2626.033541053006,0.0,0.0,0.0
SAN,148,148,0.0,0.0,0.0,SAN,SANDILA,Uttar Pradesh,Hardoi,9.0,155.0,541806.0,91815.0,104.16,5201.670506912443,0.0,15.0,56.0
SANH,35,35,0.0,0.0,0.0,SANH,SANHA HALT,Bihar,Begusarai,10.0,222.0,569823.0,107175.0,141.72000000000003,4020.766299745977,0.0,110.0,106.0
SANK,155,155,0.0,0.0,0.0,SANK,SANK,Madhya Pradesh,Morena,23.0,419.0,470462.0,78105.0,68.75,6843.083636363636,0.0,0.0,19.0
SANR,86,86,0.0,0.0,0.0,SANR,SARDARNAGAR,Uttar Pradesh,Gorakhpur,9.0,188.0,836129.0,137961.0,214.647,3895.367743318099,0.0,0.0,0.0
SAO,40,40,0.0,0.0,0.0,SAO,SAGONI,Madhya Pradesh,Damoh,23.0,428.0,250551.0,51680.0,150.49,1664.9013223469997,0.0,0.0,80.0
SAP,30,30,0.0,0.0,0.0,SAP,SATTENAPALLE,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
SAPE,52,52,0.0,0.0,0.0,SAPE,SAPE WAMNE,Maharashtra,Raigarh,27.0,520.0,970195.0,230586.0,266.49999999999994,3640.506566604128,0.0,2.0,3.0
SAPR,7,7,0.0,0.0,0.0,SAPR,SARANGPUR ROAD,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
SAPT,8,8,0.0,0.0,0.0,SAPT,Sugapahari,Jharkhand,Deoghar,20.0,350.0,258361.0,46564.0,131.739,1961.158047351202,0.0,0.0,88.0
SAR,143,143,0.0,0.0,0.0,SAR,SHAHZAD NAGAR,Uttar Pradesh,Rampur,9.0,136.0,588647.0,103221.0,101.76,5784.659984276729,1.0,3.0,27.0
