station_code,total_schedule_rows,unique_trains_serving_station,outbound_routes,inbound_routes,route_connectivity,code,name,State,District,pc11_state_id,pc11_district_id,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist
AA,22,22,0.0,0.0,0.0,AA,ATARIA,Uttar Pradesh,Sitapur,9.0,154.0,530784.0,87109.0,106.67,4975.9445017343205,0.0,4.0,4.0
AABH,32,32,0.0,0.0,0.0,AABH,AMBIKA BHAWANI HALT,Bihar,Saran (chhapra),,,,,,,,,
AAG,73,73,0.0,0.0,0.0,AAG,ANGAR,Maharashtra,Solapur,27.0,526.0,1399091.0,279607.0,363.09,3853.289817951472,0.0,35.0,38.0
AAH,8,8,0.0,0.0,0.0,AAH,ITEHAR,Madhya Pradesh,Bhind,23.0,420.0,432922.0,72562.0,227.04,1906.809372797745,0.0,0.0,22.0
AAK,19,17,0.0,0.0,0.0,AAK,ANKAI KILA,Maharashtra,Nashik,27.0,516.0,2597373.0,545577.0,647.2099999999999,4013.184283308354,0.0,2.0,11.0
AAL,40,40,0.0,0.0,0.0,AAL,AMLAI,Madhya Pradesh,Shahdol,23.0,460.0,198923.0,41549.0,136.97,1452.3107249762722,0.0,55.0,170.0
AAM,14,14,0.0,0.0,0.0,AAM,Angadippuram,Kerala,Malappuram,32.0,592.0,1817211.0,345962.0,899.59,2020.043575406574,0.0,0.0,18.0
AAP,185,185,0.0,0.0,0.0,AAP,AMBIAPUR,Uttar Pradesh,Kanpur Dehat,9.0,163.0,173423.0,30984.0,80.86200000000001,2144.6785882120157,0.0,20.0,20.0
AAR,8,8,0.0,0.0,0.0,AAR,ADESAR,Gujarat,Kachchh,24.0,468.0,728535.0,159671.0,292.06,2494.4703143189754,0.0,2.0,160.0
AAS,53,51,0.0,0.0,0.0,AAS,ASRANADA,Rajasthan,Jodhpur,8.0,113.0,1264614.0,234790.0,229.0,5522.331877729258,0.0,7.0,7.0
AAV,4,4,0.0,0.0,0.0,,,,,,,,,,,,,
AAY,34,34,0.0,0.0,0.0,AAY,ARALVAYMOZHI,Tamil Nadu,Kanniyakumari,33.0,629.0,1539802.0,398061.0,662.8399999999999,2323.037233721562,0.0,0.0,10.0
AB,160,160,0.0,0.0,0.0,AB,AMBUR,Tamil Nadu,Vellore,33.0,605.0,1701987.0,392575.0,543.902,3129.2162926409533,0.0,0.0,70.0
ABB,182,182,0.0,0.0,0.0,ABB,ABADA,West Bengal,Haora,19.0,341.0,3074144.0,669902.0,431.5093,7124.1662694176,0.0,1.0,3.0
ABD,96,96,0.0,0.0,0.0,ABD,AMBLI ROAD,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
ABE,6,6,0.0,0.0,0.0,ABE,Ambikeshwar,Madhya Pradesh,Morena,23.0,419.0,470462.0,78105.0,68.75,6843.083636363636,0.0,0.0,19.0
ABEO,1,1,0.0,0.0,0.0,ABEO,Pattaravakkam,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
ABFC,86,84,0.0,0.0,0.0,ABFC,AMBARI FALAKATA,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
ABGT,49,49,0.0,0.0,0.0,ABGT,ARBAGATTA HALT,Karnataka,Chitradurga,29.0,566.0,329533.0,73334.0,137.97,2388.439515836776,0.0,2.0,164.0
ABH,101,101,0.0,0.0,0.0,ABH,AMBARNATH,Maharashtra,Thane,27.0,517.0,8514678.0,1987566.0,1098.21,7753.232988226296,0.0,1.0,2.0
ABI,64,64,0.0,0.0,0.0,ABI,AMBATURAI,Tamil Nadu,Dindigul,33.0,612.0,808040.0,209803.0,562.79,1435.7753336057856,0.0,0.0,28.0
ABKA,22,22,0.0,0.0,0.0,ABKA,AMBIKA KALNA,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
ABKP,8,8,4.0,4.0,8.0,ABKP,AMBIKAPUR,Chhattisgarh,Surguja,22.0,401.0,242921.0,49582.0,154.32,1574.1381544841888,0.0,25.0,250.0
ABLE,44,44,0.0,0.0,0.0,ABLE,AMBALE,Maharashtra,Pune,27.0,521.0,5751182.0,1371531.0,843.3100000000001,6819.772088555809,0.0,4.0,4.0
ABO,54,54,0.0,0.0,0.0,ABO,ASTHAL BOHAR,Haryana,Rohtak,6.0,82.0,446164.0,89538.0,105.98,4209.888658237403,0.0,4.0,55.0
ABP,54,54,0.0,0.0,0.0,ABP,AKBARPUR,Uttar Pradesh,Ambedkar Nagar,9.0,178.0,280730.0,43693.0,92.9184,3021.253056445225,0.0,11.0,48.0
ABR,60,60,0.0,0.0,0.0,ABR,ABU ROAD,Rajasthan,Sirohi,8.0,117.0,208654.0,42520.0,120.87,1726.2678911226938,0.0,51.0,75.0
ABS,25,25,1.0,1.0,2.0,ABS,ABOHAR,Punjab,Firozpur,3.0,43.0,552556.0,109027.0,138.58,3987.270890460384,0.0,5.0,65.0
ABSA,8,8,0.0,0.0,0.0,ABSA,Ambassa,Tripura,Dhalai,16.0,291.0,40499.0,10105.0,35.71,1134.1080929711566,2.0,80.0,480.0
ABU,131,131,0.0,0.0,0.0,ABU,AMBATTUR,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
ABW,1,1,0.0,0.0,0.0,ABW,Abutara Halt,West Bengal,Koch Bihar,19.0,329.0,289434.0,69693.0,69.23,4180.759786219846,0.0,4.0,35.0
ABX,14,14,0.0,0.0,0.0,ABX,AMBARI,Maharashtra,Nanded,27.0,511.0,913898.0,171093.0,241.31,3787.236335004766,0.0,5.0,5.0
ABY,140,140,0.0,0.0,0.0,ABY,AMBIVLI,Maharashtra,Thane,27.0,517.0,8514678.0,1987566.0,1098.21,7753.232988226296,0.0,1.0,2.0
ABZ,8,8,0.0,0.0,0.0,ABZ,Adgaon Buzurg,Maharashtra,Akola,27.0,501.0,719741.0,145530.0,83.96000000000001,8572.427346355407,0.0,4.0,52.0
ACAB,48,48,0.0,0.0,0.0,ACAB,A-CABIN BONDAMUNDA,Odisha,Sundargarh,21.0,374.0,738097.0,166612.0,2753.439,268.0636832702668,0.0,0.0,110.0
ACG,89,89,0.0,0.0,0.0,ACG,ACHEGAON,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0
ACH,8,8,0.0,0.0,0.0,ACH,Achalganj,Uttar Pradesh,Unnao,9.0,156.0,531646.0,97427.0,88.80999999999999,5986.33036820178,0.0,1.0,2.0
ACK,67,67,0.0,0.0,0.0,ACK,ACHARAPAKKAM,Tamil Nadu,Kancheepuram,33.0,604.0,2538336.0,644880.0,664.593,3819.384194537108,0.0,0.0,3.0
ACL,189,189,0.0,0.0,0.0,ACL,ANCHELI,Gujarat,Navsari,24.0,490.0,409137.0,91834.0,72.75,5623.876288659794,0.0,2.0,29.0
ACLE,34,34,0.0,0.0,0.0,ACLE,AZIMGANJ CITY,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
ACN,2,2,0.0,0.0,0.0,ACN,ADHICHCHANUR,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0
ACND,58,58,0.0,0.0,0.0,ACND,ACHARYA NARENDRA DEV NAGAR,Uttar Pradesh,Faizabad,9.0,177.0,340253.0,57664.0,74.77,4550.662030226027,0.0,0.0,90.0
ACU,43,43,0.0,0.0,0.0,ACU,ACHUARA HALT,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
AD,57,57,0.0,0.0,0.0,AD,ADONI,Andhra Pradesh,Kurnool,28.0,552.0,836451.0,181008.0,347.39,2407.8154235873226,0.0,0.0,208.0
ADB,14,14,4.0,4.0,8.0,ADB,ADILABAD,Andhra Pradesh,Adilabad,28.0,532.0,760259.0,176839.0,353.70000000000005,2149.445858071812,0.0,0.0,130.0
ADD,178,178,0.0,0.0,0.0,ADD,ADAS ROAD,Gujarat,Anand,24.0,482.0,634987.0,129947.0,299.98999999999995,2116.693889796327,0.0,3.0,25.0
ADE,21,21,0.0,0.0,0.0,ADE,ADARI ROAD,Gujarat,Junagadh,24.0,479.0,906412.0,179624.0,464.8200000000001,1950.027967815498,0.0,5.0,102.0
ADF,75,75,0.0,0.0,0.0,ADF,ADINA,West Bengal,Maldah,19.0,332.0,541660.0,112784.0,86.09,6291.787664072482,0.0,2.0,19.0
ADH,106,106,0.0,0.0,0.0,ADH,ANDHERI,Maharashtra,Mumbai Suburban,27.0,518.0,9356962.0,2105604.0,603.0,15517.34991708126,0.0,35.0,35.0
ADHL,52,52,0.0,0.0,0.0,ADHL,ADIHALLI,Karnataka,Hassan,29.0,574.0,376763.0,91819.0,81.2227,4638.641660521012,0.0,0.0,78.0
ADI,238,238,55.0,57.0,112.0,ADI,AHMEDABAD JN,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
ADIJ,2,2,1.0,0.0,1.0,ADIJ,AHMEDABAD JN,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
ADL,182,182,0.0,0.0,0.0,ADL,ANDUL,West Bengal,Haora,19.0,341.0,3074144.0,669902.0,431.5093,7124.1662694176,0.0,1.0,3.0
ADR,14,14,0.0,0.0,0.0,ADR,Mandi Adampur,Haryana,Hisar,6.0,80.0,553488.0,109957.0,147.47,3753.2243846206006,0.0,5.0,135.0
ADRA,63,63,4.0,4.0,8.0,ADRA,ADRA JN,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0
ADRE,8,8,0.0,0.0,0.0,ADRE,ADRA EAST CABIN,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0
ADSR,26,26,0.0,0.0,0.0,ADSR,ADSR,Bihar,Rohtas,10.0,234.0,427765.0,69951.0,86.48,4946.403792784458,0.0,55.0,120.0
ADST,80,80,0.0,0.0,0.0,ADST,ADI SAPTAGRAM,West Bengal,Hugli,19.0,338.0,2128499.0,505943.0,342.12,6221.498304688414,0.0,0.0,4.0
ADT,28,28,0.0,0.0,0.0,ADT,ADUTURAI,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0
ADTL,113,113,0.0,0.0,0.0,ADTL,ADHARTAL,Madhya Pradesh,Jabalpur,23.0,451.0,1440034.0,301662.0,346.59000000000003,4154.863094722871,0.0,51.0,0.0
ADTP,94,92,0.0,0.0,0.0,ADTP,ADITYAPUR,Jharkhand,Saraikela-kharsawan,,,,,,,,,
ADVI,50,50,0.0,0.0,0.0,ADVI,ADAVALI,Maharashtra,Ratnagiri,27.0,528.0,263723.0,61797.0,118.17000000000002,2231.7254802403318,0.0,95.0,95.0
ADX,4,4,0.0,0.0,0.0,ADX,ADAPUR,Bihar,Purba Champaran,10.0,204.0,401343.0,71844.0,123.75,3243.1757575757574,0.0,0.0,120.0
AE,6,6,0.0,0.0,0.0,AE,Amreli,Gujarat,Amreli,24.0,480.0,386635.0,75796.0,312.79999999999995,1236.0453964194376,0.0,64.0,79.0
AED,28,28,0.0,0.0,0.0,AED,AULENDA,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0
AEH,155,155,0.0,0.0,0.0,AEH,ANANT PAITH,Madhya Pradesh,Gwalior,23.0,421.0,1273792.0,239351.0,302.87,4205.738435632449,0.0,30.0,0.0
AEJ,8,8,0.0,0.0,0.0,AEJ,ARNEJ,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0
AEK,24,24,0.0,0.0,0.0,AEK,Anekal Road,Karnataka,Bangalore,,,,,,,,,
AEL,10,8,0.0,0.0,0.0,AEL,Ateli,Haryana,Mahendragarh,6.0,84.0,132855.0,24590.0,32.98,4028.350515463918,0.0,33.0,42.0
AEP,6,6,0.0,0.0,0.0,AEP,Amreli Para,Gujarat,Amreli,24.0,480.0,386635.0,75796.0,312.79999999999995,1236.0453964194376,0.0,64.0,79.0
AF,63,63,6.0,6.0,12.0,AF,AGRA FORT,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0
AFK,162,162,0.0,0.0,0.0,AFK,ANGAMALI,Kerala,Ernakulam,32.0,595.0,2234363.0,554096.0,925.26,2414.848799256425,0.0,0.0,0.0
AFR,26,26,0.0,0.0,0.0,AFR,ASAFPUR,Uttar Pradesh,Budaun,9.0,149.0,644595.0,110285.0,182.872,3524.842512795835,0.0,0.0,46.0
AG,13,13,0.0,0.0,0.0,AG,Aranghata,West Bengal,Nadia,19.0,336.0,1438873.0,348972.0,314.66,4572.786499713977,0.0,1.0,5.0
AGA,13,13,0.0,0.0,0.0,AGA,AGRA CITY,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0
AGAE,24,24,0.0,0.0,0.0,AGAE,AGRADWIP,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
AGB,6,6,0.0,0.0,0.0,AGB,AMBAGAON,Odisha,Koraput,21.0,398.0,226169.0,54894.0,1431.12,158.03636312817935,3.0,60.0,80.0
AGC,170,170,8.0,8.0,16.0,AGC,AGRA CANTT,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0
AGCI,4,4,0.0,0.0,0.0,AGCI,Angadi,Gujarat,Kheda,24.0,483.0,523609.0,107165.0,214.38,2442.433995708555,0.0,12.0,29.0
AGD,190,190,0.0,0.0,0.0,AGD,AGASOD,Madhya Pradesh,Sagar,23.0,427.0,708796.0,138413.0,197.77,3583.940941497699,0.0,0.0,150.0
AGDL,8,8,0.0,0.0,0.0,AGDL,AGRAN DHULGAON,Maharashtra,Sangli,27.0,531.0,719357.0,155950.0,354.28,2030.4758947724963,0.0,4.0,4.0
AGE,4,4,0.0,0.0,0.0,AGE,Angai,Rajasthan,Dhaulpur,8.0,106.0,247450.0,41574.0,68.3,3622.98682284041,0.0,25.0,38.0
AGI,38,34,0.0,0.0,0.0,AGI,AMGURI,Assam,Sivasagar,18.0,311.0,110096.0,26231.0,42.93,2564.546936873981,0.0,30.0,342.0
AGL,53,53,0.0,0.0,0.0,AGL,AMARGOL,Karnataka,Dharwad,29.0,562.0,1049539.0,222026.0,301.09,3485.798266299113,0.0,0.0,0.0
AGM,2,2,0.0,0.0,0.0,AGM,AGARAM SIBBANDI,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0
AGN,85,85,0.0,0.0,0.0,AGN,AMGAON,Maharashtra,Gondiya,27.0,507.0,225930.0,48529.0,94.16,2399.426508071368,0.0,2.0,113.0
AGP,74,74,0.0,0.0,0.0,AGP,AGARPARA,West Bengal,North 24 Parganas,,,,,,,,,
AGQ,139,139,0.0,0.0,0.0,AGQ,ASIRGARH ROAD,Madhya Pradesh,Burhanpur,23.0,467.0,260287.0,48499.0,81.18,3206.2946538556293,0.0,0.0,40.0
AGR,100,100,0.0,0.0,0.0,AGR,AMARGARH,Madhya Pradesh,Jhabua,23.0,464.0,91983.0,18223.0,31.03,2964.324846922333,0.0,50.0,150.0
AGT,67,67,0.0,0.0,0.0,AGT,AGTHORI,Assam,Kamrup,18.0,321.0,142394.0,30845.0,73.53999999999999,1936.2795757410936,0.0,16.0,16.0
AGTL,8,8,4.0,4.0,8.0,AGTL,Agartala,Tripura,West Tripura,16.0,289.0,677638.0,168241.0,213.82,3169.198391170143,1.0,0.0,555.0
AGV,113,113,0.0,0.0,0.0,AGV,ANGUA,West Bengal,Pashchim Medinipur,,,,,,,,,
AGY,19,19,0.0,0.0,0.0,AGY,AGORI KHAS,Uttar Pradesh,Sonbhadra,9.0,200.0,314342.0,62352.0,123.12733,2552.983159790763,0.0,42.0,89.0
AGZ,6,6,0.0,0.0,0.0,AGZ,AMAGURA,Chhattisgarh,Bastar,22.0,414.0,193494.0,43280.0,173.71,1113.8909677047952,0.0,22.0,167.0
AH,38,38,1.0,0.0,1.0,AH,ACHHNERA JN,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0
AHA,56,56,0.0,0.0,0.0,AHA,ABHAIPUR,Bihar,Lakhisarai,10.0,227.0,143011.0,24107.0,51.33,2786.1094876290667,0.0,50.0,110.0
AHD,23,23,0.0,0.0,0.0,AHD,AHERWADI,Maharashtra,Solapur,27.0,526.0,1399091.0,279607.0,363.09,3853.289817951472,0.0,35.0,38.0
AHH,31,31,0.0,0.0,0.0,AHH,AHMADGARH,Punjab,Ludhiana,3.0,41.0,2069708.0,436030.0,321.9,6429.661385523455,0.0,7.0,7.0
AHI,10,10,0.0,0.0,0.0,AHI,ASHTI,Maharashtra,Solapur,27.0,526.0,1399091.0,279607.0,363.09,3853.289817951472,0.0,35.0,38.0
AHJU,4,4,0.0,0.0,0.0,AHJU,AHJU,Himachal Pradesh,Mandi,2.0,27.0,62637.0,15398.0,27.83,2250.700682716493,0.0,132.0,176.0
AHL,123,123,0.0,0.0,0.0,AHL,AJHARAIL,Bihar,Katihar,10.0,212.0,273822.0,53564.0,68.36,4005.5880631948503,0.0,26.0,325.0
AHLR,86,86,0.0,0.0,0.0,AHLR,AHALYAPUR,Uttar Pradesh,Deoria,9.0,190.0,316803.0,47696.0,76.92,4118.603744149766,0.0,10.0,40.0
AHM,38,38,0.0,0.0,0.0,AHM,AHIMANPUR,Uttar Pradesh,Sant Ravi Das Nagar(bhadohi),,,,,,,,,
AHMP,4,4,0.0,0.0,0.0,AHMP,ADARSH MANPUR,Bihar,Sheikhpura,10.0,228.0,109002.0,17796.0,43.5,2505.793103448276,0.0,25.0,110.0
AHN,28,28,0.0,0.0,0.0,AHN,AHIRAN,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
AHO,22,22,0.0,0.0,0.0,AHO,ADARSHNAGAR,Rajasthan,Ajmer,8.0,119.0,1035410.0,201088.0,382.19,2709.1498992647635,0.0,5.0,106.0
AHQ,16,16,0.0,0.0,0.0,AHQ,AHERA HALT,Uttar Pradesh,Baghpat,9.0,139.0,275025.0,45422.0,49.075,5604.177279673968,0.0,15.0,35.0
AHU,10,10,0.0,0.0,0.0,AHU,Ahirauli,Uttar Pradesh,Siddharth Nagar,,,,,,,,,
AHZ,55,55,0.0,0.0,0.0,AHZ,ADHINPUR,Uttar Pradesh,Sultanpur,9.0,179.0,199916.0,33077.0,39.083,5115.165161323338,0.0,1.0,80.0
AI,12,12,0.0,0.0,0.0,AI,ADIPUR,Gujarat,Kachchh,24.0,468.0,728535.0,159671.0,292.06,2494.4703143189754,0.0,2.0,160.0
AIA,54,54,0.0,0.0,0.0,AIA,AJARAKA,Rajasthan,Alwar,8.0,104.0,654451.0,128203.0,228.54,2863.616872319944,0.0,4.0,75.0
AIG,150,150,0.0,0.0,0.0,AIG,ALGAWAN,Uttar Pradesh,Hardoi,9.0,155.0,541806.0,91815.0,104.16,5201.670506912443,0.0,15.0,56.0
AIH,6,6,0.0,0.0,0.0,AIH,ALAWALPUR I PUR,Uttar Pradesh,Baghpat,9.0,139.0,275025.0,45422.0,49.075,5604.177279673968,0.0,15.0,35.0
AII,92,92,27.0,26.0,53.0,AII,AJMER JN,Rajasthan,Ajmer,8.0,119.0,1035410.0,201088.0,382.19,2709.1498992647635,0.0,5.0,106.0
AILM,16,16,0.0,0.0,0.0,AILM,AILAM,Uttar Pradesh,Muzaffarnagar,9.0,133.0,1191312.0,200893.0,140.41,8484.523894309523,0.0,1.0,2.0
AIP,114,114,0.0,0.0,0.0,AIP,ATTIPPATTU,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
AIPP,45,45,0.0,0.0,0.0,AIPP,ATTIPPATTU PUDU NAGAR,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
AIR,100,100,0.0,0.0,0.0,AIR,ALINDRA ROAD,Gujarat,Vadodara,24.0,486.0,2065771.0,459506.0,424.6199999999999,4864.987518251614,0.0,9.0,5.0
AIT,69,69,5.0,5.0,10.0,AIT,AIT,Uttar Pradesh,Jalaun,9.0,165.0,418900.0,71768.0,71.02000000000001,5898.338496198253,0.0,22.0,76.0
AJ,115,115,0.0,0.0,0.0,AJ,AJGAIN,Uttar Pradesh,Unnao,9.0,156.0,531646.0,97427.0,88.80999999999999,5986.33036820178,0.0,1.0,2.0
AJE,12,12,0.0,0.0,0.0,AJE,ANJAR,Gujarat,Kachchh,24.0,468.0,728535.0,159671.0,292.06,2494.4703143189754,0.0,2.0,160.0
AJH,196,196,0.0,0.0,0.0,AJH,AJHAI,Uttar Pradesh,Mathura,9.0,145.0,755993.0,130244.0,152.71,4950.514046231418,0.0,2.5,3.0
AJI,150,150,0.0,0.0,0.0,AJI,ANJHI SHAHABAD,Uttar Pradesh,Hardoi,9.0,155.0,541806.0,91815.0,104.16,5201.670506912443,0.0,15.0,56.0
AJIT,24,24,0.0,0.0,0.0,AJIT,AJIT,Rajasthan,Barmer,8.0,115.0,181837.0,32639.0,65.35,2782.509563886764,0.0,10.0,105.0
AJJ,153,153,13.0,14.0,27.0,AJJ,ARAKKONAM,Tamil Nadu,Vellore,33.0,605.0,1701987.0,392575.0,543.902,3129.2162926409533,0.0,0.0,70.0
AJJN,7,7,0.0,0.0,0.0,AJJN,ARAKKONAM JN NORTH,Tamil Nadu,Vellore,33.0,605.0,1701987.0,392575.0,543.902,3129.2162926409533,0.0,0.0,70.0
AJK,4,4,0.0,0.0,0.0,AJK,AJAKOLLU,Andhra Pradesh,Mahbubnagar,28.0,538.0,607692.0,126345.0,275.98,2201.9421697224434,0.0,0.0,47.0
AJKI,16,16,0.0,0.0,0.0,AJKI,AJITKHERI,Madhya Pradesh,Dewas,23.0,437.0,451759.0,87595.0,211.51,2135.875372322822,0.0,0.0,42.0
AJL,10,10,0.0,0.0,0.0,AJL,Ajitwal,Punjab,Moga,3.0,42.0,227246.0,45958.0,49.65,4576.958710976838,15.0,0.0,45.0
AJLE,6,6,0.0,0.0,0.0,AJLE,AZIMGANJ JN CABIN,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
AJM,10,6,0.0,0.0,0.0,AJM,Adraj Moti,Gujarat,Gandhinagar,24.0,473.0,600627.0,127996.0,376.59,1594.909583366526,0.0,1.0,8.0
AJN,22,22,0.0,0.0,0.0,AJN,Ajnod,Madhya Pradesh,Indore,23.0,439.0,2427709.0,490140.0,349.14,6953.39691814172,0.0,0.0,0.0
AJNI,189,189,0.0,0.0,0.0,AJNI,AJNI,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0
AJP,49,49,0.0,0.0,0.0,AJP,AJJAMPUR,Karnataka,Chikmagalur,29.0,570.0,239508.0,57838.0,110.53,2166.9049126933864,0.0,20.0,80.0
AJR,126,126,0.0,0.0,0.0,AJR,AJAIBPUR,Uttar Pradesh,Gautam Buddha Nagar,9.0,141.0,974309.0,215174.0,188.15,5178.363008238108,0.0,2.0,0.0
AJRE,51,51,0.0,0.0,0.0,AJRE,AUJARI,Assam,Marigaon,,,,,,,,,
AJTM,22,22,0.0,0.0,0.0,AJTM,AJITGILL MATTA,Punjab,Faridkot,3.0,45.0,217051.0,44165.0,44.99,4824.427650589019,0.0,31.0,40.0
AJU,12,12,0.0,0.0,0.0,AJU,Arjuni,Maharashtra,Gondiya,27.0,507.0,225930.0,48529.0,94.16,2399.426508071368,0.0,2.0,113.0
AJUG,14,14,0.0,0.0,0.0,AJUG,ABJUGANJ,Bihar,Bhagalpur,10.0,224.0,602532.0,106303.0,69.10000000000001,8719.71056439942,0.0,5.0,125.0
AK,107,107,8.0,8.0,16.0,AK,AKOLA JN,Maharashtra,Akola,27.0,501.0,719741.0,145530.0,83.96000000000001,8572.427346355407,0.0,4.0,52.0
AKAT,114,114,0.0,0.0,0.0,AKAT,AKKAMPET,Andhra Pradesh,Sri Potti Sriramulu Nellore,28.0,550.0,856943.0,209551.0,232.06,3692.764802206326,0.0,0.0,0.0
AKD,51,51,0.0,0.0,0.0,AKD,AKODIA,Madhya Pradesh,Shajapur,23.0,436.0,293548.0,55782.0,113.04,2596.850672328379,0.0,38.0,78.0
AKE,32,32,0.0,0.0,0.0,AKE,AKANAPET,Andhra Pradesh,Medak,28.0,535.0,636044.0,142130.0,371.34,1712.8345990197663,0.0,25.0,25.0
AKI,44,44,0.0,0.0,0.0,AKI,ADARKI,Maharashtra,Satara,27.0,527.0,570378.0,125148.0,435.17,1310.701564905669,0.0,2.0,68.0
AKJ,55,55,0.0,0.0,0.0,AKJ,AKBARGANJ,Uttar Pradesh,Rae Bareli,9.0,158.0,307995.0,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
AKK,18,18,0.0,0.0,0.0,AKK,Akkihebbalu,Karnataka,Mandya,29.0,573.0,308362.0,73354.0,56.68,5440.402258292166,0.0,0.0,14.0
AKL,4,4,0.0,0.0,0.0,,,,,,,,,,,,,
AKM,114,114,0.0,0.0,0.0,AKM,ARAMBAKKAM,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
AKN,35,35,0.0,0.0,0.0,AKN,AKBARNAGAR,Bihar,Bhagalpur,10.0,224.0,602532.0,106303.0,69.10000000000001,8719.71056439942,0.0,5.0,125.0
AKNR,102,102,0.0,0.0,0.0,AKNR,ADHYATMIK NAGAR,Uttar Pradesh,Ghaziabad,9.0,140.0,3162547.0,602626.0,401.094,7884.802564984767,0.0,1.0,3.0
AKOR,61,61,0.0,0.0,0.0,AKOR,AKALKOT ROAD,Maharashtra,Solapur,27.0,526.0,1399091.0,279607.0,363.09,3853.289817951472,0.0,35.0,38.0
AKOT,8,8,0.0,0.0,0.0,AKOT,Akot,Maharashtra,Akola,27.0,501.0,719741.0,145530.0,83.96000000000001,8572.427346355407,0.0,4.0,52.0
AKP,133,133,0.0,0.0,0.0,AKP,ANAKAPALLE,Andhra Pradesh,Visakhapatnam,28.0,544.0,1285565.0,326452.0,632.1600000000001,2033.6069982282963,0.0,0.0,0.0
AKR,63,63,0.0,0.0,0.0,AKR,AKOLNER,Maharashtra,Ahmadnagar,27.0,522.0,912617.0,190941.0,466.57,1956.0130312707636,0.0,3.0,75.0
AKRA,1,1,0.0,0.0,0.0,AKRA,Akra,West Bengal,South 24 Parganas,,,,,,,,,
AKRD,105,105,0.0,0.0,0.0,AKRD,AKURDI,Maharashtra,Pune,27.0,521.0,5751182.0,1371531.0,843.3100000000001,6819.772088555809,0.0,4.0,4.0
AKS,42,42,0.0,0.0,0.0,AKS,ANKUSPUR,Uttar Pradesh,Ghazipur,9.0,195.0,274360.0,41569.0,62.33,4401.732712979304,0.0,10.0,40.0
AKT,75,75,0.0,0.0,0.0,AKT,AKALTARA,Chhattisgarh,Janjgir-champa,,,,,,,,,
