station_code,total_schedule_rows,unique_trains_serving_station,outbound_routes,inbound_routes,route_connectivity,code,name,State,District,pc11_state_id,pc11_district_id,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist,population_density,schedule_index,train_index,route_connectivity_index,population_index,density_index,supply_index,demand_index,RAS
AMB,32,32,0.0,0.0,0.0,AMB,AMBODALA,Odisha,Rayagada,21.0,396.0,146966.0,34576.0,57.86,2540.02765295541,0.0,163.0,260.0,2540.02765295541,0.09967845659163987,0.10437710437710437,0.0,0.01441712539273515,0.09446112503257711,0.08162222438749771,0.054439125212656134,0.5998928029698555
AMBR,16,16,0.0,0.0,0.0,AMBR,Ambika Rohina,Maharashtra,Latur,27.0,524.0,624980.0,118163.0,84.38,7406.731452950937,0.0,6.0,98.0,7406.731452950937,0.04823151125401929,0.050505050505050504,0.0,0.06557050398513813,0.2779883667009799,0.039494624703627926,0.17177943534305903,0.18693551255133012
AMC,8,8,0.0,0.0,0.0,AMC,Amritapura,Karnataka,Chitradurga,29.0,566.0,329533.0,73334.0,137.97,2388.439515836776,0.0,2.0,164.0,2388.439515836776,0.022508038585209004,0.02356902356902357,0.0,0.03395404035647938,0.08874461673078565,0.01843082486169303,0.061349328543632516,0.2310201732510422
AMDI,1,1,0.0,0.0,0.0,AMDI,Amdi Halt,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0,6581.962936121752,0.0,0.0,0.0,0.33885627391724954,0.24688569492778942,0.0,0.29287098442251946,0.0
AME,48,48,0.0,0.0,0.0,AME,AMETHI,Uttar Pradesh,Sultanpur,9.0,179.0,199916.0,33077.0,39.083,5115.165161323338,0.0,1.0,80.0,5115.165161323338,0.15112540192926044,0.15824915824915825,0.0,0.020083426790743864,0.19157159307216562,0.12374982407136748,0.10582750993145475,0.5390332830933833
AMG,148,148,0.0,0.0,0.0,AMG,ALAMNAGAR,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0,6456.237107160081,0.47266881028938906,0.494949494949495,0.0,0.3238999135340599,0.24214447468014869,0.38704732209555365,0.2830221941071043,0.5776226387509529
AMGA,22,22,0.0,0.0,0.0,AMGA,AMJONGA,Assam,Goalpara,18.0,302.0,138062.0,28451.0,64.45,2142.156710628394,0.0,115.0,115.0,2142.156710628394,0.06752411575562701,0.0707070707070707,0.0,0.013464287854531756,0.07945709775124708,0.05529247458507909,0.04646069280288942,0.5433980681334248
AMH,26,26,2.0,2.0,4.0,AMH,AZAMGARH,Uttar Pradesh,Azamgarh,9.0,191.0,393401.0,53644.0,86.766,4534.045593896226,0.0,5.0,55.0,4534.045593896226,0.08038585209003216,0.08417508417508418,0.015209125475285171,0.04078870206918987,0.16965711549711135,0.06886619960110357,0.1052229087831506,0.3955801729370699
AMI,27,27,13.0,14.0,27.0,AMI,Amravati,Maharashtra,Amravati,27.0,503.0,1037287.0,217169.0,242.36,4279.943059910876,0.0,30.0,30.0,4279.943059910876,0.08360128617363344,0.08754208754208755,0.10266159695817491,0.10969242524120573,0.16007470837315085,0.08898966887792338,0.13488356680717828,0.3975002577042999
AMIN,94,94,0.0,0.0,0.0,AMIN,AMIN,Haryana,Karnal,6.0,74.0,454810.0,93490.0,68.95,6596.2291515591005,0.0,10.0,102.0,6596.2291515591005,0.2990353697749196,0.31313131313131315,0.0,0.047360220530952235,0.24742368517249388,0.2448666731624931,0.14739195285172307,0.6242480264885716
AML,189,189,0.0,0.0,0.0,AML,AMALSAD,Gujarat,Navsari,24.0,490.0,409137.0,91834.0,72.75,5623.876288659794,0.0,2.0,29.0,5623.876288659794,0.6045016077170418,0.632996632996633,0.0,0.042472647655574486,0.2107554912182104,0.4949992962854699,0.12661406943689246,0.7963137917896003
AMLA,140,140,4.0,4.0,8.0,AMLA,AMLA JN,Madhya Pradesh,Betul,23.0,447.0,309151.0,67953.0,101.83,3035.952076991064,0.0,0.0,110.0,3035.9520769910637,0.44694533762057875,0.468013468013468,0.030418250950570342,0.031772915614379026,0.11316282650439025,0.37206717244373283,0.07246787105938464,0.8369805212918463
AMLI,114,114,0.0,0.0,0.0,AMLI,AMLI,Rajasthan,Tonk,8.0,120.0,317723.0,54744.0,225.79,1407.1615217680146,0.0,29.0,69.0,1407.1615217680146,0.3633440514469453,0.38047138047138046,0.0,0.03269022506827385,0.05173984903534698,0.29752617276733034,0.042215037051810414,0.8757435488197521
AMLO,12,12,0.0,0.0,0.0,AMLO,AMLO,Jharkhand,Bokaro,20.0,355.0,983644.0,188770.0,436.79,2251.983790837702,0.0,3.0,23.0,2251.983790837702,0.03536977491961415,0.037037037037037035,0.0,0.10395196431781797,0.08359876363428835,0.028962724782660473,0.09377536397605316,0.23597177596269442
AMLP,6,6,0.0,0.0,0.0,AMLP,Amalpur,Gujarat,Vadodara,24.0,486.0,2065771.0,459506.0,424.6199999999999,4864.987518251614,0.0,9.0,5.0,4864.987518251614,0.01607717041800643,0.016835016835016835,0.0,0.21975286578945116,0.18213719668253986,0.013164874901209307,0.2009450312359955,0.06148652875861363
AMLR,12,12,0.0,0.0,0.0,AMLR,AMALA NAGAR,Kerala,Thrissur,32.0,594.0,2096406.0,508333.0,1161.17,1805.4255621485224,0.0,0.0,30.0,1805.4255621485224,0.03536977491961415,0.037037037037037035,0.0,0.223031187665334,0.06675870035455304,0.028962724782660473,0.14489494400994352,0.16658871008566384
AMM,6,6,0.0,0.0,0.0,AMM,Atirampattinam,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0,2323.1976204769962,0.01607717041800643,0.016835016835016835,0.0,0.08979584192998827,0.08628429336025097,0.013164874901209307,0.08804006764511962,0.13008134355871775
AMO,6,6,0.0,0.0,0.0,AMO,Amolwa,Bihar,Pashchim Champaran,10.0,203.0,393165.0,73107.0,94.4,4164.883474576271,0.0,0.0,217.0,4164.883474576271,0.01607717041800643,0.016835016835016835,0.0,0.04076344716588619,0.15573572059173094,0.013164874901209307,0.09824958387880856,0.11816127857518634
AMOD,1,1,0.0,0.0,0.0,AMOD,Amod,Gujarat,Bharuch,24.0,488.0,524959.0,116185.0,169.79000000000002,3091.8134165734136,0.0,1.0,35.0,3091.8134165734136,0.0,0.0,0.0,0.05486702651336798,0.11526940171232875,0.0,0.08506821411284836,0.0
AMP,77,77,0.0,0.0,0.0,AMP,AHMADPUR JN,West Bengal,Birbhum,19.0,334.0,449448.0,102423.0,120.8,3720.5960264900655,0.0,5.0,47.0,3720.5960264900664,0.24437299035369775,0.2558922558922559,0.0,0.04678642056690837,0.13898129024089886,0.20010609849838146,0.09288385540390362,0.6829793849010902
AMPA,44,44,0.0,0.0,0.0,AMPA,AMBALAPUZHA,Kerala,Alappuzha,32.0,598.0,1148146.0,287342.0,550.11,2087.1207576666484,0.0,0.0,42.0,2087.1207576666484,0.1382636655948553,0.1447811447811448,0.0,0.12155570204350692,0.07738164852426302,0.11321792415040005,0.09946867528388498,0.5323227906767188
AMPL,16,16,0.0,0.0,0.0,AMPL,AMMAPALLI HALT,Bihar,Bhagalpur,10.0,224.0,602532.0,106303.0,69.10000000000001,8719.71056439942,0.0,5.0,125.0,8719.71056439942,0.04823151125401929,0.050505050505050504,0.0,0.06316829182682841,0.32750184535003846,0.039494624703627926,0.19533506858843344,0.1681841173914401
AMPR,19,19,0.0,0.0,0.0,AMPR,AMARPURA RATHAN,Rajasthan,Hanumangarh,8.0,100.0,350464.0,67830.0,73.74,4752.698671006238,0.0,25.0,203.0,4752.698671006238,0.05787781350482315,0.06060606060606061,0.0,0.036193914852451436,0.17790269562145467,0.04739354964435351,0.10704830523695305,0.3068698552006964
AMQ,40,40,0.0,0.0,0.0,AMQ,AMMUGUDA,Andhra Pradesh,Rangareddy,28.0,537.0,1043520.0,240948.0,1034.24,1008.9727722772276,0.0,4.0,4.0,1008.9727722772277,0.12540192926045016,0.13131313131313133,0.0,0.11035943292040853,0.036723836995020645,0.1026860242294326,0.0735416349577146,0.582689599936091
AMRI,5,5,0.0,0.0,0.0,AMRI,ANAJ MANDI,Haryana,Rewari,6.0,85.0,233430.0,47744.0,64.89,3597.318539066112,0.0,2.0,33.0,3597.318539066112,0.012861736334405145,0.013468013468013467,0.0,0.02366983708447123,0.1343323988851623,0.010531899920967445,0.07900111798481677,0.11763146342336171
AMRO,104,104,0.0,0.0,0.0,AMRO,AMROHA,Uttar Pradesh,Jyotiba Phule Nagar,9.0,137.0,458713.0,78984.0,59.493,7710.369287143025,0.0,7.0,28.0,7710.369287143025,0.3311897106109325,0.3468013468013468,0.0,0.04777788954618223,0.2894387890947761,0.27119642296491175,0.16860833932047917,0.6166291186927426
AMS,115,115,0.0,0.0,0.0,AMS,AMAUSI,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0,6456.237107160081,0.3665594855305466,0.3838383838383838,0.0,0.3238999135340599,0.24214447468014869,0.3001591477475722,0.2830221941071043,0.5146926456751579
AMSA,52,52,0.0,0.0,0.0,AMSA,AMMASANDRA,Karnataka,Tumkur,29.0,571.0,599078.0,142560.0,128.14,4675.183393163728,0.0,0.0,70.0,4675.1833931637275,0.1639871382636656,0.1717171717171717,0.0,0.0627986713352567,0.17497953330991045,0.13428172399233493,0.11888910232258357,0.5303996749819122
AMT,14,14,0.0,0.0,0.0,AMT,AMMAPET,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0,2323.1976204769962,0.04180064308681672,0.04377104377104377,0.0,0.08979584192998827,0.08628429336025097,0.0342286747431442,0.08804006764511962,0.2799462403436784
AMV,3,3,0.0,0.0,0.0,AMV,LUCKNOW ALAMBAGH,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0,6456.237107160081,0.006430868167202572,0.006734006734006734,0.0,0.3238999135340599,0.24214447468014869,0.005265949960483723,0.2830221941071043,0.018266273063415127
AMVA,36,36,0.0,0.0,0.0,AMVA,AMARAVILA HALT,Kerala,Thiruvananthapuram,32.0,601.0,1771596.0,446914.0,577.46,3067.911197312368,0.0,0.0,0.0,3067.9111973123677,0.11254019292604502,0.11784511784511785,0.0,0.18827252180910717,0.11436803015757392,0.09215412430846515,0.15132027598334055,0.3784961548237425
AMW,14,14,0.0,0.0,0.0,AMW,AMAN VADI,Maharashtra,Washim,27.0,502.0,211413.0,41061.0,80.09,2639.6928455487578,0.0,64.0,70.0,2639.6928455487578,0.04180064308681672,0.04377104377104377,0.0,0.021313747228381374,0.09821957811267294,0.0342286747431442,0.05976666267052716,0.3641529003987142
AMX,8,8,0.0,0.0,0.0,AMX,Amlakhurd,Madhya Pradesh,Burhanpur,23.0,467.0,260287.0,48499.0,81.18,3206.2946538556293,0.0,0.0,40.0,3206.2946538556293,0.022508038585209004,0.02356902356902357,0.0,0.026543866482890872,0.11958657953219325,0.01843082486169303,0.07306522300754206,0.20143848057824437
AMY,104,104,0.0,0.0,0.0,AMY,AKATHUMURI,Kerala,Thiruvananthapuram,32.0,601.0,1771596.0,446914.0,577.46,3067.911197312368,0.0,0.0,0.0,3067.9111973123677,0.3311897106109325,0.3468013468013468,0.0,0.18827252180910717,0.11436803015757392,0.27119642296491175,0.15132027598334055,0.6418596558194888
AN,45,45,0.0,0.0,0.0,AN,AMALNER,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0,3860.0287480235725,0.1414790996784566,0.14814814814814814,0.0,0.14237655060825793,0.1442394082265027,0.1158508991306419,0.14330797941738033,0.4470265490409378
ANA,43,43,0.0,0.0,0.0,ANA,ASLANA,Madhya Pradesh,Damoh,23.0,428.0,250551.0,51680.0,150.49,1664.9013223469997,0.0,0.0,80.0,1664.9013223469997,0.13504823151125403,0.1414141414141414,0.0,0.025501994709311783,0.06145942035350873,0.11058494917015818,0.043480707531410256,0.7177780664276517
ANAH,139,139,0.0,0.0,0.0,ANAH,AUNTA HALT,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0,9321.236608963189,0.4437299035369775,0.46464646464646464,0.0,0.26778202022104464,0.35018586728508916,0.3633505472733769,0.3089839437530669,0.5404312170846012
ANAS,100,100,0.0,0.0,0.0,ANAS,ANAS,Gujarat,Dohad,24.0,485.0,191625.0,35570.0,49.96,3835.568454763811,0.0,30.0,125.0,3835.568454763811,0.3183279742765273,0.3333333333333333,0.0,0.019196187793748768,0.14331699126075917,0.2606645230439443,0.08125658952725397,0.7623528160743982
ANB,180,180,0.0,0.0,0.0,ANB,AMMANABROLU,Andhra Pradesh,Prakasam,28.0,549.0,657420.0,166767.0,268.63,2447.3067043889364,0.0,0.0,66.0,2447.3067043889364,0.5755627009646302,0.6026936026936027,0.0,0.06904198306637331,0.09096454487594248,0.4713025214632932,0.0800032639711579,0.8548840478644495
ANC,4,4,0.0,0.0,0.0,ANC,Annechakanahali,Karnataka,Hassan,29.0,574.0,376763.0,91819.0,81.2227,4638.641660521012,0.0,0.0,78.0,4638.6416605210115,0.00964630225080386,0.010101010101010102,0.0,0.039008231386280165,0.1736015157289539,0.007898924940725586,0.10630487355761703,0.0691651682745055
ANCR,48,48,0.0,0.0,0.0,ANCR,ANCHURI,West Bengal,Bankura,19.0,339.0,299773.0,65743.0,84.12899999999999,3563.2540503274736,0.0,12.0,12.0,3563.2540503274736,0.15112540192926044,0.15824915824915825,0.0,0.030769354244964003,0.13304780012715847,0.12374982407136748,0.08190857718606123,0.6017251097681449
AND,4,4,0.0,0.0,0.0,AND,ANDAMPALIAM,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0,2839.2898118402936,0.00964630225080386,0.010101010101010102,0.0,0.05165515927711049,0.10574653725674503,0.007898924940725586,0.07870084826692776,0.09121184326643837
ANF,2,2,0.0,0.0,0.0,ANF,Anandapuram,Karnataka,Shimoga,29.0,568.0,623727.0,147360.0,237.92,2621.5828850033627,0.0,0.0,106.0,2621.5828850033627,0.003215434083601286,0.003367003367003367,0.0,0.06543641757056391,0.09753663720601184,0.0026329749802418614,0.08148652738828788,0.03130041079780441
ANG,63,63,0.0,0.0,0.0,ANG,AHMADNAGAR,Maharashtra,Ahmadnagar,27.0,522.0,912617.0,190941.0,466.57,1956.0130312707636,0.0,3.0,75.0,1956.0130312707633,0.19935691318327975,0.20875420875420875,0.0,0.09635120153412836,0.07243747267635657,0.16324444877499542,0.08439433710524247,0.6592038811478549
ANGL,34,34,1.0,1.0,2.0,ANGL,ANGUL,Odisha,Anugul,21.0,384.0,206546.0,47317.0,176.88,1167.7182270465853,0.0,3.0,105.0,1167.7182270465853,0.10610932475884244,0.1111111111111111,0.0076045627376425855,0.020792918353893963,0.04271025339481123,0.08840908689550996,0.031751585874352596,0.7357572561601352
ANGR,19,19,0.0,0.0,0.0,ANGR,ANGADGERI HALT,Karnataka,Bijapur,29.0,557.0,501978.0,99055.0,263.47,1905.256765476145,0.0,42.0,62.0,1905.2567654761451,0.05787781350482315,0.06060606060606061,0.0,0.0524077767980207,0.07052341383047342,0.04739354964435351,0.06146559531424706,0.4353658083790517
ANH,28,21,0.0,0.0,0.0,ANH,ANKORAH AKORHA,Bihar,Aurangabad,10.0,235.0,236854.0,36862.0,60.870000000000005,3891.145063249548,0.0,38.0,95.0,3891.145063249548,0.08681672025723473,0.06734006734006734,0.0,0.024036247206978913,0.1454128290343014,0.06166271503892083,0.08472453812064015,0.421230084642062
ANI,10,10,0.0,0.0,0.0,ANI,Ajanti,Madhya Pradesh,East Nimar,23.0,466.0,259436.0,50473.0,96.76,2681.2319140140557,0.0,0.0,78.0,2681.2319140140553,0.028938906752411574,0.030303030303030304,0.0,0.026452799013774623,0.09978604917197965,0.023696774822176754,0.06311942409287714,0.27295337872789244
ANJ,2,2,0.0,0.0,0.0,ANJ,Anjangaon,Maharashtra,Amravati,27.0,503.0,1037287.0,217169.0,242.36,4279.943059910876,0.0,30.0,30.0,4279.943059910876,0.003215434083601286,0.003367003367003367,0.0,0.10969242524120573,0.16007470837315085,0.0026329749802418614,0.13488356680717828,0.019146605535732886
ANJE,10,10,0.0,0.0,0.0,ANJE,ANGARPATHRA HALT,Jharkhand,Dhanbad,20.0,354.0,1560394.0,296040.0,181.242,8609.450348153297,0.0,0.0,0.0,8609.450348153297,0.028938906752411574,0.030303030303030304,0.0,0.1656713095737486,0.3233438455651674,0.023696774822176754,0.24450757756945798,0.08835343129545668
ANK,111,94,0.0,0.0,0.0,ANK,ANKAI,Maharashtra,Nashik,27.0,516.0,2597373.0,545577.0,647.2099999999999,4013.184283308354,0.0,2.0,11.0,4013.1842833083547,0.3536977491961415,0.31313131313131315,0.0,0.2766408196286245,0.15001502435031314,0.26673162493098185,0.21332792198946882,0.5556219569885592
ANKL,44,44,0.0,0.0,0.0,ANKL,ANKOLA,Karnataka,Uttara Kannada,29.0,563.0,418981.0,95643.0,252.7827,1657.474977520218,0.0,48.0,48.0,1657.4749775202179,0.1382636655948553,0.1447811447811448,0.0,0.043526076757784075,0.06117936702835282,0.11321792415040005,0.052352721893068443,0.6838043267686236
ANM,1,1,0.0,0.0,0.0,ANM,ANAIMALAI ROAD,Tamil Nadu,Coimbatore,33.0,632.0,2618940.0,715878.0,1628.115,1608.5718760652655,0.0,0.0,1.0,1608.5718760652655,0.0,0.0,0.0,0.27894875394875396,0.059335192472452024,0.0,0.16914197321060298,0.0
ANMD,25,25,0.0,0.0,0.0,ANMD,ARANG MAHANADI,Chhattisgarh,Raipur,22.0,410.0,1483289.0,315647.0,500.58,2963.1407567222022,0.0,10.0,10.0,2963.1407567222022,0.07717041800643087,0.08080808080808081,0.0,0.15742012601768698,0.11041705414586062,0.06319139952580469,0.13391859008177381,0.32058953303995863
ANND,184,184,4.0,4.0,8.0,ANND,ANAND JN,Gujarat,Anand,24.0,482.0,634987.0,129947.0,299.98999999999995,2116.693889796327,0.0,3.0,25.0,2116.693889796327,0.5884244372990354,0.6161616161616161,0.030418250950570342,0.0666413760925956,0.07849687467944018,0.4879180715743747,0.0725691253860179,0.8705249187143412
ANNR,131,131,0.0,0.0,0.0,ANNR,ANNANUR,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0,4516.599709853811,0.4180064308681672,0.4377104377104377,0.0,0.25855809483858266,0.1689992174395443,0.34228674743144194,0.2137786561390635,0.6155512377386056
ANO,52,52,0.0,0.0,0.0,ANO,ANJANI,Maharashtra,Ratnagiri,27.0,528.0,263723.0,61797.0,118.17000000000002,2231.7254802403318,0.0,95.0,95.0,2231.7254802403313,0.1639871382636656,0.1717171717171717,0.0,0.02691156075302417,0.08283480675143867,0.13428172399233493,0.05487318375223142,0.7099034626882014
ANPM,2,2,0.0,0.0,0.0,ANPM,ANUPALEM,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0,5238.638308662715,0.003215434083601286,0.003367003367003367,0.0,0.17555325360203408,0.1962278629177504,0.0026329749802418614,0.18589055825989226,0.01396629341169878
ANPR,4,4,0.0,0.0,0.0,ANPR,Anpara,Uttar Pradesh,Sonbhadra,9.0,200.0,314342.0,62352.0,123.12733,2552.983159790763,0.0,42.0,89.0,2552.983159790763,0.00964630225080386,0.010101010101010102,0.0,0.03232841647475794,0.09494968742133614,0.007898924940725586,0.06363905194804703,0.11041582784772974
ANQ,12,12,0.0,0.0,0.0,ANQ,AMNAPUR,Maharashtra,Sangli,27.0,531.0,719357.0,155950.0,354.28,2030.4758947724963,0.0,4.0,4.0,2030.4758947724965,0.03536977491961415,0.037037037037037035,0.0,0.07567000402366256,0.07524552603378844,0.028962724782660473,0.0754577650287255,0.2773662988459032
ANR,46,46,0.0,0.0,0.0,ANR,ANARA,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0,2528.0287126701432,0.14469453376205788,0.15151515151515152,0.0,0.038639145956219124,0.09400863552345579,0.11848387411088376,0.06632389073983745,0.6411195666296237
ANSB,10,10,0.0,0.0,0.0,ANSB,ANANDPUR SAHIB,Punjab,Rupnagar,3.0,51.0,177807.0,37808.0,55.6,3197.9676258992804,0.0,22.0,30.0,3197.9676258992804,0.028938906752411574,0.030303030303030304,0.0,0.017717491802857657,0.11927256073529711,0.023696774822176754,0.06849502626907739,0.2570377684531946
ANTU,48,48,0.0,0.0,0.0,ANTU,ANTU,Uttar Pradesh,Pratapgarh,9.0,173.0,175242.0,28417.0,47.870000000000005,3660.7896386045536,0.0,50.0,50.0,3660.7896386045536,0.15112540192926044,0.15824915824915825,0.0,0.017443005247883298,0.1367259441475556,0.12374982407136748,0.07708447469771945,0.6161787345579413
ANU,142,142,0.0,0.0,0.0,ANU,ANANGUR,Tamil Nadu,Namakkal,33.0,609.0,696125.0,192263.0,300.575,2315.977709390336,3.0,3.0,20.0,2315.9777093903353,0.4533762057877814,0.47474747474747475,0.0,0.07318389422047959,0.0860120248143766,0.3712494722141024,0.0795979595174281,0.8234481247642398
ANV,133,133,0.0,0.0,0.0,ANV,ANNAVARAM,Andhra Pradesh,East Godavari,28.0,545.0,1207826.0,354755.0,300.44000000000005,4020.190387431766,0.0,0.0,97.0,4020.190387431766,0.42443729903536975,0.4444444444444444,0.0,0.12794219623487915,0.15027923006684193,0.34755269739192574,0.13911071315086054,0.7141541563691682
ANY,10,10,0.0,0.0,0.0,ANY,Arumuganeri,Tamil Nadu,Thoothukkudi,33.0,627.0,876802.0,226561.0,414.8,2113.794599807136,0.0,0.0,70.0,2113.794599807136,0.028938906752411574,0.030303030303030304,0.0,0.09251855593319008,0.0783875401654898,0.023696774822176754,0.08545304804933994,0.21710319081388604
AO,26,26,0.0,0.0,0.0,AO,AONLA,Uttar Pradesh,Bareilly,9.0,150.0,1568409.0,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0,5681.200420183286,0.08038585209003216,0.08417508417508418,0.0,0.16652901317535465,0.21291722946485547,0.06582437450604654,0.18972312132010505,0.25758176300356594
AON,4,4,0.0,0.0,0.0,AON,ARAON,Uttar Pradesh,Firozabad,9.0,147.0,833169.0,139369.0,61.760000000000005,13490.430699481863,0.0,10.0,15.0,13490.430699481863,0.00964630225080386,0.010101010101010102,0.0,0.0878492881541662,0.5074094672530595,0.007898924940725586,0.29762937770361286,0.025853332972299532
AONI,4,4,0.0,0.0,0.0,AONI,Amoni,Assam,Nagaon,18.0,305.0,369534.0,78941.0,80.58,4585.927029039464,0.0,0.0,102.0,4585.927029039464,0.00964630225080386,0.010101010101010102,0.0,0.03823463945415165,0.17161360536724593,0.007898924940725586,0.10492412241069879,0.07001162551585577
AOR,35,35,0.0,0.0,0.0,AOR,ARGORA,Jharkhand,Ranchi,20.0,364.0,1257335.0,243209.0,283.20500000000004,4439.6638477428005,0.0,0.0,0.0,4439.6638477428005,0.10932475884244373,0.11447811447811448,0.0,0.1332402683012439,0.16609790535257749,0.0895211493282233,0.1496690868269107,0.3742675736569852
AP,14,14,0.0,0.0,0.0,AP,ASHOKAPURAM,Karnataka,Mysore,29.0,577.0,1245413.0,294016.0,207.77,5994.190691630168,0.0,0.0,0.0,5994.190691630168,0.04180064308681672,0.04377104377104377,0.0,0.13196446763519934,0.22472033964956484,0.0342286747431442,0.17834240364238207,0.16102225666403164
APA,39,39,0.0,0.0,0.0,APA,AMARPURA,Rajasthan,Pali,8.0,118.0,460006.0,88647.0,439.14,1047.515598670128,0.0,40.0,72.0,1047.515598670128,0.12218649517684887,0.12794612794612795,0.0,0.04791625645284182,0.03817731740079335,0.10005304924919073,0.043046786926817585,0.6991835345368853
APB,114,114,0.0,0.0,0.0,APB,ANUPPAMBATTU,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0,4516.599709853811,0.3633440514469453,0.38047138047138046,0.0,0.25855809483858266,0.1689992174395443,0.29752617276733034,0.2137786561390635,0.5818958788316066
APCH,14,14,0.0,0.0,0.0,APCH,ALIPURDUAR COLLEGE,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0,2889.3972423565315,0.04180064308681672,0.04377104377104377,0.0,0.11216055697763015,0.10763612801214395,0.0342286747431442,0.10989834249488706,0.23748964905458522
APD,4,4,0.0,0.0,0.0,APD,Alipur Duar,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0,2889.3972423565315,0.00964630225080386,0.010101010101010102,0.0,0.11216055697763015,0.10763612801214395,0.007898924940725586,0.10989834249488706,0.06705524765286339
APDC,4,4,0.0,0.0,0.0,APDC,Alipur Duar Court,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0,2889.3972423565315,0.00964630225080386,0.010101010101010102,0.0,0.11216055697763015,0.10763612801214395,0.007898924940725586,0.10989834249488706,0.06705524765286339
APDJ,39,39,10.0,9.0,19.0,APDJ,ALIPUR DUAR JN,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0,2889.3972423565315,0.12218649517684887,0.12794612794612795,0.07224334600760456,0.11216055697763015,0.10763612801214395,0.11450171845071164,0.10989834249488706,0.5102570737646559
APG,55,55,0.0,0.0,0.0,APG,ANUPGANJ,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0,6456.237107160081,0.17363344051446947,0.18181818181818182,0.0,0.3238999135340599,0.24214447468014869,0.14218064893306054,0.2830221941071043,0.33438310975646535
APH,8,8,4.0,4.0,8.0,APH,ANUPGARH,Rajasthan,Ganganagar,8.0,99.0,535432.0,108585.0,94.68,5655.175327418673,0.0,4.0,118.0,5655.175327418673,0.022508038585209004,0.02356902356902357,0.030418250950570342,0.05598776635362001,0.21193580267466167,0.0245144750518071,0.13396178451414084,0.15468862729944546
APJ,10,8,0.0,0.0,0.0,APJ,Amarpur Jorasi,Haryana,Mahendragarh,6.0,84.0,132855.0,24590.0,32.98,4028.350515463918,0.0,33.0,42.0,4028.350515463918,0.028938906752411574,0.02356902356902357,0.0,0.0129070747973187,0.15058695493585972,0.02100317212857406,0.08174701486658921,0.20441006233460904
APL,180,180,0.0,0.0,0.0,APL,APPIKATLA,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0,5238.638308662715,0.5755627009646302,0.6026936026936027,0.0,0.17555325360203408,0.1962278629177504,0.4713025214632932,0.18589055825989226,0.7171446809236172
APN,7,7,0.0,0.0,0.0,APN,AYODHYAPATTANAM,Tamil Nadu,Salem,33.0,608.0,1774122.0,463944.0,675.5899999999999,2626.033541053006,0.0,0.0,0.0,2626.033541053006,0.01929260450160772,0.020202020202020204,0.0,0.1885428348842983,0.09770447495862103,0.01579784988145117,0.14312365492145968,0.09940662153333583
APQ,4,4,0.0,0.0,0.0,APQ,ADITPARA,Gujarat,Porbandar,24.0,478.0,285674.0,61152.0,178.33,1601.9402231817417,0.0,3.0,145.0,1601.9402231817417,0.00964630225080386,0.010101010101010102,0.0,0.029260587797173162,0.05908510760773998,0.007898924940725586,0.04417284770245657,0.1516930294432718
