pc11_state_id,pc11_district_id,State,District,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist
8,106,Rajasthan,Dhaulpur,247450,41574.0,68.3,3622.9868228404102,0.0,25.0,38.0
8,107,Rajasthan,Karauli,218105,37933.0,92.93,2346.9815990530506,0.0,32.0,110.0
8,108,Rajasthan,Sawai Madhopur,266467,48587.0,136.94,1945.866802979407,0.0,70.0,103.0
8,109,Rajasthan,Dausa,201793,35808.0,40.46,4987.469105289174,0.0,43.0,55.0
8,110,Rajasthan,Jaipur,3471847,669293.0,833.6899999999999,4164.434022238483,0.0,14.0,14.0
8,111,Rajasthan,Sikar,633906,99656.0,273.65000000000003,2316.484560570071,0.0,15.0,65.0
8,112,Rajasthan,Nagaur,637204,102073.0,414.63,1536.8014856619154,0.0,20.0,90.0
8,113,Rajasthan,Jodhpur,1264614,234790.0,229.0,5522.331877729258,0.0,7.0,7.0
8,114,Rajasthan,Jaisalmer,89025,16744.0,70.38,1264.919011082694,0.0,175.0,175.0
8,115,Rajasthan,Barmer,181837,32639.0,65.35,2782.5095638867638,0.0,10.0,105.0
8,116,Rajasthan,Jalor,151755,28060.0,76.53999999999999,1982.688790175072,0.0,116.0,120.0
8,117,Rajasthan,Sirohi,208654,42520.0,120.87,1726.2678911226938,0.0,51.0,75.0
8,118,Rajasthan,Pali,460006,88647.0,439.14,1047.515598670128,0.0,40.0,72.0
8,119,Rajasthan,Ajmer,1035410,201088.0,382.19,2709.1498992647635,0.0,5.0,106.0
8,120,Rajasthan,Tonk,317723,54744.0,225.79,1407.1615217680146,0.0,29.0,69.0
8,121,Rajasthan,Bundi,222701,43618.0,177.93,1251.6214241555667,0.0,22.0,22.0
8,122,Rajasthan,Bhilwara,512654,104060.0,338.17,1515.9653428748854,0.0,20.0,100.0
8,123,Rajasthan,Rajsamand,183820,37200.0,166.16,1106.2831006259028,0.0,27.0,50.0
8,124,Rajasthan,Dungarpur,88743,18954.0,33.239999999999995,2669.765342960289,0.0,105.0,105.0
8,125,Rajasthan,Banswara,127621,27521.0,26.37,4839.628365566932,35.0,80.0,156.0
8,126,Rajasthan,Chittaurgarh,285264,59787.0,138.82999999999998,2054.7720233378955,0.0,55.0,58.0
8,127,Rajasthan,Kota,1176604,245150.0,643.84,1827.4788767395626,0.0,15.0,15.0
8,128,Rajasthan,Baran,254214,49902.0,148.29,1714.3030548250051,0.0,50.0,50.0
8,129,Rajasthan,Jhalawar,229291,45593.0,110.02,2084.084711870569,0.0,85.0,85.0
8,130,Rajasthan,Udaipur,608426,127558.0,164.03,3709.236115344754,0.0,3.0,45.0
8,131,Rajasthan,Pratapgarh,71807,14916.0,28.86,2488.1150381150383,20.0,32.0,110.0
9,132,Uttar Pradesh,Saharanpur,1066526,189458.0,106.33,10030.33950907552,0.0,9.0,9.0
9,133,Uttar Pradesh,Muzaffarnagar,1191312,200893.0,140.41,8484.523894309523,0.0,1.0,2.0
9,134,Uttar Pradesh,Bijnor,925312,154200.0,108.107,8559.223732043254,0.0,7.0,35.0
9,135,Uttar Pradesh,Moradabad,1573623,273407.0,148.33,10608.932785006404,0.0,7.0,0.0
9,136,Uttar Pradesh,Rampur,588647,103221.0,101.76,5784.659984276729,1.0,3.0,27.0
9,137,Uttar Pradesh,Jyotiba Phule Nagar,458713,78984.0,59.493,7710.369287143025,0.0,7.0,28.0
9,138,Uttar Pradesh,Meerut,1759182,307431.0,258.17,6814.045009102529,0.0,2.0,2.0
9,139,Uttar Pradesh,Baghpat,275025,45422.0,49.075,5604.177279673968,0.0,15.0,35.0
9,140,Uttar Pradesh,Ghaziabad,3162547,602626.0,401.094,7884.802564984767,0.0,1.0,3.0
9,141,Uttar Pradesh,Gautam Buddha Nagar,974309,215174.0,188.15,5178.363008238108,0.0,2.0,0.0
9,142,Uttar Pradesh,Bulandshahr,867429,146861.0,170.511,5087.231908791809,0.0,1.0,25.0
9,143,Uttar Pradesh,Aligarh,1217191,204337.0,603.08,2018.291105657624,0.0,3.0,3.0
9,144,Uttar Pradesh,Mahamaya Nagar,332693,56033.0,45.89,7249.792983220746,0.0,1.0,22.0
9,145,Uttar Pradesh,Mathura,755993,130244.0,152.71,4950.514046231418,0.0,2.5,3.0
9,146,Uttar Pradesh,Agra,2024195,338775.0,247.96,8163.3932892402,0.0,1.0,1.0
9,147,Uttar Pradesh,Firozabad,833169,139369.0,61.760000000000005,13490.430699481863,0.0,10.0,15.0
9,148,Uttar Pradesh,Mainpuri,288442,50187.0,82.52000000000001,3495.4192922927773,0.0,15.0,15.0
9,149,Uttar Pradesh,Budaun,644595,110285.0,182.872,3524.842512795835,0.0,0.0,46.0
9,150,Uttar Pradesh,Bareilly,1568409,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0
9,151,Uttar Pradesh,Pilibhit,351415,63547.0,45.220000000000006,7771.2295444493575,0.0,2.0,40.0
9,152,Uttar Pradesh,Shahjahanpur,594092,102444.0,81.07,7328.136178611077,0.0,1.5,8.0
9,153,Uttar Pradesh,Kheri,461035,83832.0,87.97,5240.820734341252,0.0,3.0,3.0
9,154,Uttar Pradesh,Sitapur,530784,87109.0,106.67,4975.9445017343205,0.0,4.0,4.0
9,155,Uttar Pradesh,Hardoi,541806,91815.0,104.16,5201.670506912443,0.0,15.0,56.0
9,156,Uttar Pradesh,Unnao,531646,97427.0,88.80999999999999,5986.3303682017795,0.0,1.0,2.0
9,157,Uttar Pradesh,Lucknow,3038996,577510.0,470.707,6456.237107160081,0.0,10.0,10.0
9,158,Uttar Pradesh,Rae Bareli,307995,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
9,159,Uttar Pradesh,Farrukhabad,416185,72025.0,48.355,8606.865887705511,0.0,3.0,5.0
9,160,Uttar Pradesh,Kannauj,280841,47182.0,74.184,3785.73546856465,0.0,35.0,81.0
9,161,Uttar Pradesh,Etawah,366299,63979.0,50.554,7245.697669818412,0.0,9.0,100.0
9,162,Uttar Pradesh,Auraiya,234222,42033.0,63.370000000000005,3696.102256588291,0.0,3.0,85.0
9,163,Uttar Pradesh,Kanpur Dehat,173423,30984.0,80.86200000000001,2144.6785882120153,0.0,20.0,20.0
9,164,Uttar Pradesh,Kanpur Nagar,3015645,569962.0,321.91,9367.975521108383,0.0,3.0,3.0
9,165,Uttar Pradesh,Jalaun,418900,71768.0,71.02000000000001,5898.338496198253,0.0,22.0,76.0
9,166,Uttar Pradesh,Jhansi,833484,151936.0,249.181,3344.893872325739,0.0,1.0,1.0
9,167,Uttar Pradesh,Lalitpur,175378,32551.0,41.260000000000005,4250.557440620455,0.0,14.0,40.0
9,168,Uttar Pradesh,Hamirpur,209848,38163.0,31.38,6687.316762268962,0.0,40.0,65.0
9,169,Uttar Pradesh,Mahoba,185381,33757.0,27.91,6642.09960587603,0.0,35.0,130.0
9,170,Uttar Pradesh,Banda,275755,49718.0,48.8,5650.7172131147545,0.0,0.0,124.0
9,171,Uttar Pradesh,Chitrakoot,96332,16954.0,28.77,3348.3489746263467,0.0,10.0,35.0
9,172,Uttar Pradesh,Fatehpur,321993,57660.0,87.00999999999999,3700.6436041834277,0.0,24.0,40.0
9,173,Uttar Pradesh,Pratapgarh,175242,28417.0,47.870000000000005,3660.7896386045536,0.0,50.0,50.0
9,174,Uttar Pradesh,Kaushambi,124456,21653.0,57.17,2176.94595067343,0.0,20.0,20.0
9,175,Uttar Pradesh,Prayagraj,1472873,255722.0,184.808,7969.746980650189,0.0,5.0,5.0
9,176,Uttar Pradesh,Bara Banki,330803,54803.0,64.16027,5155.885410083219,0.0,1.0,27.0
9,177,Uttar Pradesh,Faizabad,340253,57664.0,74.77,4550.662030226027,0.0,0.0,90.0
9,178,Uttar Pradesh,Ambedkar Nagar,280730,43693.0,92.9184,3021.253056445225,0.0,11.0,48.0
9,179,Uttar Pradesh,Sultanpur,199916,33077.0,39.083,5115.165161323338,0.0,1.0,80.0
9,180,Uttar Pradesh,Bahraich,284044,45861.0,31.26,9086.500319897632,0.0,18.0,56.0
9,181,Uttar Pradesh,Shrawasti,38649,5958.0,6.221,6212.666773830574,25.0,37.0,170.0
9,182,Uttar Pradesh,Balrampur,166391,25513.0,53.96,3083.598962194218,0.0,4.0,4.0
9,183,Uttar Pradesh,Gonda,225029,36969.0,50.55977,4450.7520504939,0.0,2.0,19.0
9,184,Uttar Pradesh,Siddharthnagar,160691,23890.0,57.1233,2813.0552681655295,0.0,50.0,75.0
9,185,Uttar Pradesh,Basti,138097,21575.0,25.96,5319.607087827427,2.0,32.0,70.0
9,186,Uttar Pradesh,Sant Kabir Nagar,128531,18724.0,26.0,4943.5,2.0,25.0,25.0
9,187,Uttar Pradesh,Mahrajganj,134730,21775.0,54.11,2489.927924598041,0.0,45.0,45.0
9,188,Uttar Pradesh,Gorakhpur,836129,137961.0,214.647,3895.367743318099,0.0,0.0,0.0
9,189,Uttar Pradesh,Kushinagar,168107,27228.0,64.7,2598.2534775888716,0.0,5.0,39.0
9,190,Uttar Pradesh,Deoria,316803,47696.0,76.92,4118.603744149766,0.0,10.0,40.0
9,191,Uttar Pradesh,Azamgarh,393401,53644.0,86.766,4534.045593896226,0.0,5.0,55.0
9,192,Uttar Pradesh,Mau,499208,70779.0,93.21,5355.734363265745,0.0,0.0,32.0
9,193,Uttar Pradesh,Ballia,304109,45084.0,68.2,4459.076246334311,0.0,0.0,0.0
9,194,Uttar Pradesh,Jaunpur,346580,50269.0,60.31,5746.642347869341,0.0,8.0,35.0
9,195,Uttar Pradesh,Ghazipur,274360,41569.0,62.33,4401.732712979304,0.0,10.0,40.0
9,196,Uttar Pradesh,Chandauli,242553,37675.0,53.720000000000006,4515.134028294861,0.0,3.0,13.0
9,197,Uttar Pradesh,Varanasi,1597051,253184.0,163.786,9750.839510092437,0.0,0.0,3.0
9,198,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,229302,32658.0,49.26,4654.933008526188,0.0,2.0,45.0
9,199,Uttar Pradesh,Mirzapur,347567,55602.0,73.22000000000001,4746.886096694891,0.0,25.0,25.0
9,200,Uttar Pradesh,Sonbhadra,314342,62352.0,123.12733,2552.983159790763,0.0,42.0,89.0
9,201,Uttar Pradesh,Etah,268142,44995.0,38.21,7017.587019104946,0.0,0.0,49.0
9,202,Uttar Pradesh,Kanshiram Nagar,288207,47164.0,36.77,7838.101713353277,0.0,7.0,72.0
10,203,Bihar,Pashchim Champaran,393165,73107.0,94.4,4164.883474576271,0.0,0.0,217.0
10,204,Bihar,Purba Champaran,401343,71844.0,123.75,3243.1757575757574,0.0,0.0,120.0
10,205,Bihar,Sheohar,28116,5858.0,9.33,3013.5048231511255,26.0,79.0,135.0
10,206,Bihar,Sitamarhi,190498,37048.0,38.95,4890.834403080872,0.0,50.0,120.0
10,207,Bihar,Madhubani,161495,29991.0,27.36,5902.5950292397665,0.0,40.0,144.0
10,208,Bihar,Supaul,105558,20493.0,36.34,2904.7330764997246,0.0,35.0,225.0
10,209,Bihar,Araria,168777,32781.0,51.07,3304.816917955747,0.0,45.0,395.0
10,210,Bihar,Kishanganj,161123,31948.0,69.75,2310.0071684587815,0.0,27.0,384.0
10,211,Bihar,Purnia,343005,66414.0,128.18,2675.963488843813,0.0,0.0,300.0
10,212,Bihar,Katihar,273822,53564.0,68.36,4005.5880631948507,0.0,26.0,325.0
10,213,Bihar,Madhepura,88461,17433.0,41.17,2148.676220548943,0.0,25.0,280.0
10,214,Bihar,Saharsa,156540,28862.0,21.13,7408.424041646947,0.0,0.0,260.0
10,215,Bihar,Darbhanga,383328,73912.0,67.53000000000002,5676.41048422923,0.0,1.0,140.0
10,216,Bihar,Muzaffarpur,473437,88570.0,72.18,6559.116098642283,0.0,3.0,76.0
10,217,Bihar,Gopalganj,162805,25623.0,51.92,3135.6895223420647,0.0,17.0,153.0
10,218,Bihar,Siwan,182913,28606.0,26.88,6804.799107142858,0.0,22.0,125.0
10,219,Bihar,Saran,353202,55873.0,65.69,5376.800121784137,0.0,2.0,27.0
10,220,Bihar,Vaishali,233079,38280.0,37.52,6212.126865671641,3.0,20.0,20.0
10,221,Bihar,Samastipur,147797,28091.0,11.23,13160.908281389136,0.0,35.0,105.0
10,222,Bihar,Begusarai,569823,107175.0,141.72000000000003,4020.766299745977,0.0,110.0,106.0
10,223,Bihar,Khagaria,87159,16106.0,12.46,6995.1043338683785,0.0,160.0,160.0
10,224,Bihar,Bhagalpur,602532,106303.0,69.10000000000001,8719.71056439942,0.0,5.0,125.0
10,225,Bihar,Banka,71313,13604.0,30.05,2373.144758735441,2.0,30.0,263.0
10,226,Bihar,Munger,380120,71010.0,41.46000000000001,9168.355041003375,0.0,8.0,170.0
10,227,Bihar,Lakhisarai,143011,24107.0,51.33,2786.1094876290667,0.0,50.0,110.0
10,228,Bihar,Sheikhpura,109002,17796.0,43.5,2505.793103448276,0.0,25.0,110.0
10,229,Bihar,Nalanda,457894,75750.0,112.91,4055.389248073687,0.0,25.0,47.0
10,230,Bihar,Patna,2514590,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
10,231,Bihar,Bhojpur,389861,59431.0,83.77,4653.945326489197,0.0,16.0,48.0
10,232,Bihar,Buxar,164499,26483.0,21.500000000000004,7651.116279069766,0.0,55.0,120.0
10,233,Bihar,Kaimur Bhabua,65571,10189.0,12.45,5266.746987951808,0.0,80.0,180.0
10,234,Bihar,Rohtas,427765,69951.0,86.48,4946.403792784458,0.0,55.0,120.0
10,235,Bihar,Aurangabad,236854,36862.0,60.870000000000005,3891.145063249548,0.0,38.0,95.0
10,236,Bihar,Gaya,581601,89642.0,85.26,6821.498944405348,0.0,3.0,115.0
10,237,Bihar,Nawada,215579,33344.0,46.34,4652.114803625377,0.0,35.0,105.0
10,238,Bihar,Jamui,145333,24877.0,47.96,3030.2960800667224,0.0,80.0,165.0
10,239,Bihar,Jehanabad,135196,21820.0,40.620000000000005,3328.3111767602163,0.0,32.0,48.0
10,240,Bihar,Arwal,51849,8453.0,24.43,2122.349570200573,35.0,70.0,70.0
11,241,Sikkim,North,4644,1054.0,1.76,2638.6363636363635,133.0,133.0,716.0
11,242,Sikkim,West,5248,1133.0,3.715,1412.6514131897713,82.0,82.0,665.0
11,243,Sikkim,South,21199,4840.0,7.6,2789.342105263158,81.0,81.0,664.0
11,244,Sikkim,East,122487,28691.0,25.166,4867.1620440276565,73.0,73.0,646.0
12,245,Arunachal Pradesh,Tawang,11202,1685.0,,,270.0,554.0,554.0
12,246,Arunachal Pradesh,West Kameng,15932,4090.0,,,88.0,306.0,306.0
12,247,Arunachal Pradesh,East Kameng,18350,3610.0,,,139.0,358.0,358.0
12,248,Arunachal Pradesh,Papum Pare,96963,21485.0,,,24.0,312.0,312.0
12,249,Arunachal Pradesh,Upper Subansiri,13405,2638.0,,,206.0,602.0,602.0
12,250,Arunachal Pradesh,West Siang,24968,5460.0,,,95.0,557.0,557.0
12,251,Arunachal Pradesh,East Siang,27635,6189.0,,,37.0,568.0,568.0
12,252,Arunachal Pradesh,Upper Siang,6540,1595.0,,,164.0,696.0,696.0
12,253,Arunachal Pradesh,Changlang,19228,4663.0,,,34.0,550.0,550.0
12,254,Arunachal Pradesh,Tirap,20810,4633.0,,,25.0,473.0,473.0
12,255,Arunachal Pradesh,Lower Subansiri,12806,3004.0,,,111.0,444.0,444.0
12,256,Arunachal Pradesh,Kurung Kumey,2345,463.0,,,250.0,581.0,581.0
