,count,mean,std,min,25%,50%,75%,max
RAS,7778.0,0.42614000236258376,0.25270100340000456,0.0,0.20502025881025482,0.4290210509033857,0.6345806521795445,0.9351938322624656
total_schedule_rows,7778.0,50.416559526870664,51.420013509016606,1.0,10.0,30.0,77.0,312.0
route_connectivity,7778.0,1.173180766263821,7.168697093311723,0.0,0.0,0.0,0.0,263.0
shrug_population,7778.0,1000423.4106454102,1269906.0815697277,12242.0,289434.0,567599.5,1207826.0,9356962.0
shrug_area,7778.0,297.83039192980203,461.25262374094837,5.859999999999999,83.96000000000001,187.27,353.70000000000005,7200.552
shrug_population_density,7778.0,4087.4502935409073,2921.5179074589246,35.14438893018202,2323.197620476996,3459.203084832905,5155.885410083219,26552.754285714287
shrug_rail_dist,7778.0,0.3000771406531242,3.560145065289736,0.0,0.0,0.0,0.0,216.0
shrug_city_dist,7778.0,15.71213679609154,28.155488145340524,0.0,0.0,4.0,20.0,224.0
shrug_city5_dist,7778.0,65.72923630753407,77.17919060187124,0.0,7.0,46.0,98.0,555.0
